asr_result,correct_answer,similarity
上海市汤臣一品的房价,上海市汤臣一品的房价,0.9999999999999998
打开qq找到张三,打开qq找到张三,1.0
600韩剧,热门韩剧,0.6140569500546403
讲个爱的故事,讲个儿童故事,0.5698905862944973
导航去五彩城,导航去五彩城,1.0
导航去中央门附近的医院,导航去朝阳门附近的医院,0.9261753857949545
日本电影,热门电影,0.6563969896024144
打日本的进化软件的是什么,达尔文的进化论讲的是什么,0.852380394800367
打开王俊凯的微博,打开王俊凯的微博,0.9999999999999998
开启全景拍照模式,开启全景拍照模式,0.9999999999999999
肠胃炎怎么办,肠胃炎怎么办,1.0000000000000002
让我了解一个水果,狼来了猜一个水果,0.7005117513655843
打开微信扫一扫付款100元,打开微信扫一扫付款100元,1.0
生肖猪本月的运势如何,生肖猪本月的运势如何,1.0
现在工商银行的股价多少,现在工商银行的股价多少,1.0
今天会出太阳吗,今天会出太阳吗,1.0000000000000002
雪人兄弟游戏的声音,雪人兄弟游戏的声音,0.9999999999999999
明天可以洗车吗,明天可以洗车吗,0.9999999999999999
小猪佩奇自我介绍,小猪佩奇自我介绍,1.0
查一下纽约后天天气怎么样,查一下纽约后天天气怎么样,1.0
播放王菲的歌,播放王菲的歌,1.0000000000000002
帮妈妈交个车从五道口去几只呗,帮妈妈叫个车从五道口去西直门,0.93030314801362
最近热吗,最近热吗,1.0000000000000002
我想听张韶涵的歌,我想听张韶涵的歌,1.0
你不是来找个,你不是人造革,0.8916657865981403
今天几个吉祥号,今天几跟几限行,0.48337331645364956
新疆信息的盛世是哪天,易烊千玺的生日是哪天,0.7574278993274723
给我来张美女图片,给我来张美女图片,1.0000000000000002
闪电风的评书,单田芳的评书,0.7395149161672613
帮我打开微博id新闻,帮我打开微博本地新闻,0.946373559578578
你几岁了,你几岁了,0.9999999999999999
播放雷霆电台,播放蕊希电台,0.7819032690535076
6月1号是星期几,六月一号是星期几,0.7579847748271026
金牛座和处女座的缘分怎么样,金牛座和处女座的缘分怎么样,0.9999999999999999
播放米小圈上学记,播放米小圈上学记,1.0
太阳座是几月份,白羊座是几月份,0.6507357807925727
类中的好处,赖床的好处,0.8943731001071373
关闭支付宝,关闭支付宝,1.0000000000000002
属猪的和什么属相最配,属猪的和什么属相最配,0.9999999999999998
讲个冷笑话,讲个冷笑话,1.0000000000000002
你会唱歌吗,你会唱歌吗,1.0
生肖牛的特点,生肖牛的特点,1.0
90年出生属什么,九零年出生属什么,0.8509975604067975
让翁送一下王俊凯的照片,上网搜一下王俊凯的照片,0.7414645024620861
我想去附近的星巴克,我想去附近的星巴克,1.0
鼻炎患者要注意什么,鼻炎患者需要注意什么,0.9469949319036518
莲藕与什么食物相克,莲藕与什么食物相克,1.0
开始刷机模式,开始刷机模式,1.0000000000000002
搜索骗钱,搜索便签,0.7849105589659582
用微信给我发两张照片,用微信给爸发两张照片,0.8870051675526754
赵丽颖的星座,赵丽颖的星座,1.0
发qq给老婆说天气不错,发qq给老爸说天气不错哦,0.9547886414875197
吃柚子有什么好处,吃柚子有什么好处,1.0
今天世界第几月几号,今天是阴历几月几号,0.5940303320484004
北京外地车限行吗,北京外地车限行吗,1.0
锁屏,锁屏,nan
永恒之舌小偷录像,用后置摄像头录像,0.6361816851190859
发朋友圈说我结婚了,发朋友圈说我结婚啦,0.9488644659174188
我想听有关歌曲,我想听摇滚歌曲,0.856073599860207
比起现行先计划,北京限行限几环,0.29226617333112737
熊猫基地几点开门,熊猫基地几点开门,1.0
怎么预防颈椎病,怎么预防颈椎病,1.0
小米六配置怎么样,小米六配置怎么样,1.0000000000000002
打开ofo扫一扫,打开ofo扫一扫,1.0000000000000002
帮我记一下,帮我记一下,1.0
如何自己在家炸油条,如何自己在家炸油条,1.0
香港有哪些壁纸的历史,香港有哪些必吃的美食,0.8755819311590672
今天温度怎么样,今天温度怎么样,1.0000000000000002
打车去五道口,打车去五道口,1.0000000000000002
关闭热点,关闭热点,1.0000000000000002
无名之辈,无名之辈,1.0000000000000002
属龙的和属马的在一起好不好,属龙的和属马的在一起好不好,0.9999999999999998
中秋节是几月几号,中秋节是几月几号,0.9999999999999998
双子座和和什么星座最配,双子座和什么星座最配,0.966344872820493
查看妈妈的聊天记录,查看妈妈的聊天记录,1.0
这是什么,这是什么,0.9999999999999998
西藏著名的景点有哪些,西藏著名的景点有哪些,1.0
看看600036股票当前的行情,看看600036股票当前的行情,1.0
王羲之的儿子,王羲之的儿子,1.0
哈利波特系列,哈利波特系列,0.9999999999999999
打开微信付款吗,打开微信付款码,0.8629101844590383
播放睡前音乐,播放睡前音乐,1.0
来段经典相声,来段经典相声,1.0000000000000002
魂斗罗的声音,魂斗罗的声音,1.0000000000000002
不得老公要买票吗,布达拉宫要门票吗,0.7201810216934131
打开微信扫一扫,打开微信扫一扫,1.0
我想看漫威电影,我想看漫威电影,1.0000000000000002
郭德纲的综艺节目,郭德纲的综艺节目,1.0
吃什么可以安神,吃什么可以安神,1.0
音量最大,音量最大,1.0
美度的声音,麦兜的声音,0.872711674889065
我叫黑虎阿福你准备受死吧,我叫黑虎阿福你准备受死吧,1.0000000000000002
读一首古诗,读一首古诗,1.0
虹膜炎传染吗,虹膜炎传染吗,1.0000000000000002
最美的高配,最美的告白,0.8912864861896108
用支付宝给他转账一可惜,用支付宝给爸转账一个亿,0.8755021339304225
爱琴海客服中心在哪里,爱琴海购物中心在哪里,0.8636406634220188
打开无线网络,打开无线网络,1.0
明天星期几,明天星期几,1.0
池塘里有什么,池塘里有什么,1.0000000000000002
华府景苑的物业费,华府景园的物业费,0.9440671518109045
企业,静音,0.10000086051371254
搭配小猪佩奇的是谁,打败小猪佩奇的是谁,0.9061497535347494
生肖鼠和生肖牛的缘分怎么样,生肖鼠和生肖牛的缘分怎么样,0.9999999999999999
这是什么车,这是什么车,1.0
苹果用英语怎么说,苹果用英语怎么说,0.9999999999999999
我要听近期的段子,我要听进击的段子,0.8560201877325321
青莲居士是谁,青莲居士是谁,0.9999999999999998
新勇军进行曲的作者是谁,义勇军进行曲的作者是谁,0.9865881383425544
19大主题,十九大主题,0.8706423492319297
关机,关机,0.9999999999999999
妈妈的爸爸叫什么,妈妈的爸爸叫什么,0.9999999999999999
调高音量,调高音量,0.9999999999999999
纪录比分模式,进入蜜蜂模式,0.4701518460717622
关闭勿扰模式,关闭勿扰模式,1.0
苹果公司昨日的收盘情况,苹果公司昨日的收盘情况,0.9999999999999998
强吻的电影,姜文的电影,0.8943513988475018
发最近的三张照片到朋友圈说天气真好,发最近的三张照片到朋友圈说天气真好,1.0
我想看奥斯卡获奖电影,我想看奥斯卡获奖电影,1.0000000000000002
