asr_result,correct_answer,similarity
上海市汤臣一品的房价,上海市汤臣一品的房价,0.9999999999999998
打开qq找到张三,打开qq找到张三,1.0
热门韩剧,热门韩剧,1.0
讲个儿童故事,讲个儿童故事,0.9999999999999998
导航去五彩城,导航去五彩城,1.0
导航去朝阳门附近的医院,导航去朝阳门附近的医院,1.0000000000000002
热门电影,热门电影,1.0
达尔文的进化论讲的是什么,达尔文的进化论讲的是什么,1.0
打开王俊凯的微博,打开王俊凯的微博,0.9999999999999998
开启全景拍照模式,开启全景拍照模式,0.9999999999999999
肠胃炎怎么办,肠胃炎怎么办,1.0000000000000002
狼来了猜一个水果,狼来了猜一个水果,0.9999999999999999
打开微信扫一扫付款100元,打开微信扫一扫付款100元,1.0
生肖猪本月的运势如何,生肖猪本月的运势如何,1.0
现在工商银行的股价多少,现在工商银行的股价多少,1.0
今天会出太阳吗,今天会出太阳吗,1.0000000000000002
雪人兄弟游戏的声音,雪人兄弟游戏的声音,0.9999999999999999
明天可以洗车吗,明天可以洗车吗,0.9999999999999999
小猪佩奇自我介绍,小猪佩奇自我介绍,1.0
查一下纽约后天天气怎么样,查一下纽约后天天气怎么样,1.0
播放王菲的歌,播放王菲的歌,1.0000000000000002
帮妈妈叫个车从五道口去西直门,帮妈妈叫个车从五道口去西直门,0.9999999999999998
最近热吗,最近热吗,1.0000000000000002
我想听张韶涵的歌,我想听张韶涵的歌,1.0
你不是人造革,你不是人造革,0.9999999999999999
今天几根几线型,今天几跟几限行,0.9004850949908159
易烊千玺的生日是哪天,易烊千玺的生日是哪天,1.0
给我来张美女图片,给我来张美女图片,1.0000000000000002
单田芳的评书,单田芳的评书,1.0
帮我打开微博本地新闻,帮我打开微博本地新闻,0.9999999999999999
你几岁了,你几岁了,0.9999999999999999
播放瑞希电台,播放蕊希电台,0.8620196307798026
6月1号是星期几,六月一号是星期几,0.7579847748271026
金牛座和处女座的缘分怎么样,金牛座和处女座的缘分怎么样,0.9999999999999999
播放米小圈上学记,播放米小圈上学记,1.0
白羊座是几月份,白羊座是几月份,1.0000000000000002
赖床的好处,赖床的好处,0.9999999999999999
关闭支付宝,关闭支付宝,1.0000000000000002
属猪的和什么属相最配,属猪的和什么属相最配,0.9999999999999998
讲个冷笑话,讲个冷笑话,1.0000000000000002
你会唱歌吗,你会唱歌吗,1.0
生肖牛的特点,生肖牛的特点,1.0
90年出生属什么,九零年出生属什么,0.8509975604067975
上网搜一下王俊凯的照片,上网搜一下王俊凯的照片,1.0
我想去附近的星巴克,我想去附近的星巴克,1.0
鼻炎患者需要注意什么,鼻炎患者需要注意什么,0.9999999999999999
莲藕与什么食物相克,莲藕与什么食物相克,1.0
开始刷机模式,开始刷机模式,1.0000000000000002
搜索便签,搜索便签,1.0
用微信给爸发两张照片,用微信给爸发两张照片,1.0
赵丽颖的星座,赵丽颖的星座,1.0
发qq给老爸说天气不错哦,发qq给老爸说天气不错哦,1.0
吃柚子有什么好处,吃柚子有什么好处,1.0
今天是阴历几月几号,今天是阴历几月几号,1.0
北京外地车限行吗,北京外地车限行吗,1.0
锁屏,锁屏,nan
用后置摄像头录像,用后置摄像头录像,1.0000000000000002
发朋友圈说我结婚了,发朋友圈说我结婚啦,0.9488644659174188
我想听摇滚歌曲,我想听摇滚歌曲,1.0
北京限行限几环,北京限行限几环,1.0000000000000002
熊猫基地几点开门,熊猫基地几点开门,1.0
怎么预防颈椎病,怎么预防颈椎病,1.0
小米六配置怎么样,小米六配置怎么样,1.0000000000000002
打开ofo扫一扫,打开ofo扫一扫,1.0000000000000002
帮我寄一下,帮我记一下,0.836065779027402
如何自己在家炸油条,如何自己在家炸油条,1.0
香港有哪些必吃的美食,香港有哪些必吃的美食,1.0
今天温度怎么样,今天温度怎么样,1.0000000000000002
打车去五道口,打车去五道口,1.0000000000000002
关闭热点,关闭热点,1.0000000000000002
无名之辈,无名之辈,1.0000000000000002
属龙的和属马的在一起好不好,属龙的和属马的在一起好不好,0.9999999999999998
中秋节是几月几号,中秋节是几月几号,0.9999999999999998
双子座和什么星座最配,双子座和什么星座最配,0.9999999999999998
查看妈妈的聊天记录,查看妈妈的聊天记录,1.0
这是什么,这是什么,0.9999999999999998
西藏著名的景点有哪些,西藏著名的景点有哪些,1.0
看看600036股票当前的行情,看看600036股票当前的行情,1.0
王羲之的儿子,王羲之的儿子,1.0
哈利波特系列,哈利波特系列,0.9999999999999999
打开微信付款码,打开微信付款码,1.0
播放睡前音乐,播放睡前音乐,1.0
来段经典相声,来段经典相声,1.0000000000000002
魂斗罗的声音,魂斗罗的声音,1.0000000000000002
布达拉宫要门票吗,布达拉宫要门票吗,1.0000000000000002
打开微信扫一扫,打开微信扫一扫,1.0
我想看漫威电影,我想看漫威电影,1.0000000000000002
郭德纲的综艺节目,郭德纲的综艺节目,1.0
吃什么可以安神,吃什么可以安神,1.0
音量最大,音量最大,1.0
麦兜的声音,麦兜的声音,1.0
读一首古诗,我叫黑虎阿福你准备受死吧,0.3624514238297292
虹膜炎传染吗,读一首古诗,0.1822949535949701
最美的告白,虹膜炎传染吗,0.26886728172508806
用支付宝给爸转账一个亿,最美的告白,0.31594641826641046
爱琴海购物中心在哪里,用支付宝给爸转账一个亿,0.30740768327604473
打开无线网络,爱琴海购物中心在哪里,0.35464570558285774
明天星期几,打开无线网络,0.2974497729776864
池塘里有什么,明天星期几,0.35526889069990697
华府景园的物业费,池塘里有什么,0.42964218606191457
静音,华府景园的物业费,0.2808438708907111
打败小猪佩奇的是谁,静音,0.2863799029200844
生肖鼠和生肖牛的缘分怎么样,打败小猪佩奇的是谁,0.5658687798307158
这是什么车,生肖鼠和生肖牛的缘分怎么样,0.3182205224837402
苹果用英语怎么说,这是什么车,0.36558340338296585
我要听进击的段子,苹果用英语怎么说,0.45058849516344274
青莲居士是谁,我要听进击的段子,0.24187610098505277
义勇军进行曲的作者是谁,青莲居士是谁,0.732456743815592
19大主题,义勇军进行曲的作者是谁,0.3710202377376657
关机,十九大主题,0.12873764858866757
妈妈的爸爸叫什么,关机,0.30505729870428944
调高音量,妈妈的爸爸叫什么,0.31232509419996146
进入密封模式,调高音量,0.3646972573509584
关闭勿扰模式,进入蜜蜂模式,0.6017176145101755
苹果公司昨日的收盘情况,关闭勿扰模式,0.45801544491878937
姜文的电影,苹果公司昨日的收盘情况,0.5130340455541231
发最近的三张照片到朋友圈说天气真好,姜文的电影,0.5109934472081863
我想看奥斯卡获奖电影,发最近的三张照片到朋友圈说天气真好,0.5388320802064511
,我想看奥斯卡获奖电影,nan
