asr_result,correct_answer,similarity
上海市汤臣一品的房价,最近几天可以洗车吗,0.36575253520977796
打开qq找到张三,取消预定,0.3871379861864967
热门韩剧,海淀区有哪些楼盘,0.3599511931204408
讲个儿童故事,北京今天限行吗,0.24174341393007737
导航去五彩城,关节痛是什么原因,0.2656739834623239
导航去朝阳门附近的医院,瞎子摸鱼,nan
热门电影,汽车发动的声音,0.2861410323407995
达尔文的进化论讲的是什么,大江大河,0.2741731084815982
打开王俊凯的微博,北京最近几天适合运动吗,0.324601067829626
开启全景拍照模式,帮我记一下明天去上海出差,0.37787761086352306
肠胃炎怎么办,经济之声,0.2206207671157447
狼来了猜一个水果,农历五月五号是哪天,0.41747061487276516
打开微信扫一扫付款100元,皮卡丘的声音,0.313705841954381
生肖猪本月的运势如何,330+46等于多少,0.3841737134423608
现在工商银行的股价多少,为什么总是头皮痒,0.3995625415399825
今天会出现太阳吗,香港有什么必吃的美食,0.41734028733309986
雪人兄弟游戏的声音,拍小视频,0.3524992238165415
明天可以洗车吗,一英镑等于多少美元,0.41292418653691976
小猪佩奇自我介绍,土拔鼠的声音,0.34271570184967276
查一下纽约后天天气怎么样,今天最高温度多少,0.5003133315599072
播放王菲的歌,上海市闵行区有哪些小区,0.3616352690698304
当妈妈叫个车从五道口去西直门,明天有雾霾吗,0.35195087415300313
最近热吗,过年时拍的照片,0.38431100629527437
我想听张韶涵的歌,识别文字,0.3369738053470357
你不是人造革,太阳系有哪些行星,0.3328779893644846
今天几根基现行,狮子座五大预言,0.3702942395908492
易烊千玺的生日是哪天,我有一个想法,0.47342417784999535
给我来张美女图片,腿痛的原因,0.3350666390074373
单田芳的评书,不同时期对成绩的看法,0.49952116665796215
帮我打开微博本地新闻,今天出门需要带伞吗,0.4315432307341111
你几岁了,既然你诚心诚意地发问了,0.7202493412447559
播放蕊希电台,降低屏幕亮度,0.34287331527572146
6月1号是星期几,距离春节还有多少天,0.5181506959528991
金牛座和处女座的缘分怎么样,怎么称呼爸爸的妹妹,0.617113735673788
播放米小圈上学记,扁桃体炎怎么办,0.34838247660643934
白羊座是几月份,我想查看qq好友的动态,0.37079318453813503
赖床的好处,查看qq好友动态,0.28763809453904354
关闭支付宝,我要听鬼吹灯,0.27117446234889814
属猪的和什么属相最配,美国旅游攻略,0.3244385245251364
讲个冷笑话,儿歌茄子,0.3074578659624011
你会唱歌吗,说段北京话,0.3482128778988071
生肖牛的特点,天枰座本周的事业运势,0.5483449464271107
90年出生属什么,远洋山水的绿化率,0.3738104110320359
上网搜一下王俊凯的照片,猕猴桃有什么营养,0.39018790807673226
我想去附近的星巴克,打开相机并且倒计时三秒自拍,0.4195934682978704
鼻炎患者需要注意什么,赵薇的老公是谁,0.4309591764203801
莲藕与什么食物相克,11月是什么星座,0.5407921628198339
开始刷机模式,今天的空气质量如何,0.3514395658285504
搜索便签,和女朋友吵架的后果,0.28708435963001105
用微信给爸发两张照片,拨打电话给中国银行,0.5853102134454196
赵丽颖的星座,导航去公司,0.3023212180922356
发qq给老爸说天气不错哦,纸是怎么发明的,0.4443180391666936
吃柚子有什么好处,老鼠怎么叫,0.4298959528909532
今天是阴历几月几号,大象怎么叫,0.3026481839458666
北京外地车限行吗,中国家庭微信群名,0.36158966568942674
锁屏,明天几点日落,nan
用后置摄像头录像,成都明天天气,0.31359026175109206
发朋友圈儿说我结婚了,要把大象装冰箱总共分几步,0.5139551982986925
我想听摇滚歌曲,皮卡丘走路,0.3014502784637743
北京限行限几环,懒床一时爽,0.0721498086618328
熊猫基地几点开门,宫保鸡丁需要什么食材,0.37917539674261497
怎么预防颈椎病,关闭淘宝,0.23672133435165899
小米六配置怎么样,什么人不适合吃榛子,0.46534681885708
打开oppo扫一扫,我的风景照片,0.3084866819219999
帮我寄一下,拨打建行电话,0.3650107489218658
如何自己在家炸油条,拨打10086,0.2605691903997356
香港有哪些必吃的美食,最近几天可以穿短裙吗,0.4204495040600129
今天温度怎么样,来一首立冬的诗,0.4335653102296452
打车去五道口,今天的pm2.5如何,0.31658381758759824
关闭热点,民生银行电话,0.3445709493209215
无名之辈,给妈妈转账1分钱,0.3502476914303417
属龙的和属马的在一起好不好,查看微博榜单,0.3008118932007402
中秋节是几月几号,打开微信,0.20884464958372007
双子座和什么星座最配,用前置摄像头拍小视频,0.3432427094578137
查看妈妈的聊天记录,我要看电视剧,0.39302703499316005
这是什么,补维生素a应该吃什么,0.5448455509616261
西藏著名的景点有哪些,马化腾的父亲是谁,0.5533617763857647
看看600036股票当前的行情,用大众点评搜一下酒店,0.45930789890843043
王羲之的儿子,核桃适宜的人群,0.513293140429374
哈利波特系列,小孩不听话怎么办,0.28631613104963094
打开微信付款码,寒冰飘飘,0.21720110414200516
播放睡前音乐,你站在这里不要动我去给你买个橘子,0.3540881092908704
来段经典相声,奇葩说第五季,0.37163934418463146
魂斗罗的声音,这是什么花,0.30198507426532156
布达拉宫要门票吗,调低音量,0.36993610983503955
打开微信扫一扫,属猪的是哪一年生的,0.2741633849159817
我想看漫威电影,狮子座有什么缺点,0.37733034118164416
郭德纲的综艺节目,火影忍者,0.3320308837221393
吃什么可以安神,陪我聊天,0.3326211016084719
音量最大,惊蛰是几月几号,0.24093678999915724
麦兜的声音,马云多大了,0.32538184064403564
我叫黑虎阿福你准备受死吧,成都有什么好吃的,0.5078165758162265
读一首古诗,松鼠怎么叫,0.2968181860099666
虹膜炎传染吗,我和天上的星星有什么区别呢,0.4840158921809176
最美的告白,我要充话费,0.2688209047252924
用支付宝给爸转账一个亿,带电话给妈妈,0.6372658611331827
爱琴海购物中心在哪里,六月一日是工作日吗,0.4368896340213475
打开无线网络,fm97.4,nan
明天星期几,毛泽东的毕业院校,0.29668558134237794
池塘里有什么,打开支付宝扫一扫,0.2698953635200045
华府景园的物业费,射手座的守护神,0.5374338785963063
静音,小猪佩奇,0.1893018709813109
打败小猪佩奇的是谁,工商银行是涨了还是跌了,0.5775515069733294
生肖鼠和生肖牛的缘分怎么样,北京市华清嘉园的房价,0.41656799271902367
这是什么车,公子一万元税后是多少,0.40321269505288176
苹果用英语怎么说,最近有什么节日,0.4542565466341915
我要听进击的段子,用前置摄像头录像,0.34138719728111533
青莲居士是谁,生肖猪的性格怎么样,0.331653286852396
义勇军进行曲的作者是谁,处女座今天有桃花运吗,0.47640675948857925
19大主题,今天是几月几号,0.2889925668455511
关机,查找便签,0.34380660161808907
妈妈的爸爸叫什么,帮妈妈叫个快车从中关村去五彩城,0.5010866591336671
调高音量,蜜桃姐姐讲故事,0.37680728612191094
进入密封模式,搜索复仇者联盟3的影评,0.37481116178236656
关闭勿扰模式,取消,0.41498636239401787
苹果公司昨日的收盘情况,做鱼香肉丝有什么窍门,0.37680222280826836
姜文的电影,用qq音乐播放告白气球,0.45172846805105493
发最近的三张照片到朋友圈说天气真好,上网搜搜进京证怎么办,0.46671332553275957
我想看奥斯卡获奖电影,赵丽颖的老公,0.45330580247454183
