asr_result,correct_answer,similarity
打开编辑,打开便签,0.7450355650091682
打开编辑,属蛇的本月的事业运势,0.2764398717267512
属蛇的本月的事业运势,八达岭长城票贵吗,0.2498307800311427
属蛇的本月的事业运势,摇个硬币,0.23933219965809813
八达岭长城票贵吗,双鱼座今日的幸运数字,0.2840303677650928
八达岭长城票贵吗,唐人街探案是谁演的,0.35529333274575
么个硬币,我要自拍,nan
么个硬币,27岁是属什么的,0.387383586101978
双鱼座今日的幸运数字,下载王者荣耀,0.3749658102526208
双鱼座今日的幸运数字,搜搜文档丢了怎么办,0.3187259095599516
唐人街探案是谁演的,我想知道属狗的今年的财运怎么样,0.6812368272890998
唐人街探案是谁演的,一吨等于多少千克,0.33275083369081004
我要自拍,打开相机设置,nan
我要自拍,调高屏幕亮度,nan
还是七岁是属什么的,用大众点评看一下我附近的美食,0.5472575429794252
还是七岁是属什么的,最近上映的电影,0.40299721640177477
下载王者荣耀,广东的美食推荐,0.30470983394868395
下载王者荣耀,我想看上周拍的照片,0.3853607786398891
搜索文档丢了怎么办,打开wifi,0.4757129173706665
搜索文档丢了怎么办,识别邮箱地址,0.5110164345890914
我想知道属狗的今年的财运怎么样,病毒性感冒的传播途径,0.5647452550521526
我想知道属狗的今年的财运怎么样,海口今天可以穿什么衣服,0.5787559089789027
1吨等于多少千克,搞笑的动态图,0.3066380820239729
1吨等于多少千克,我想从中关村去天安门,0.3061106730249306
打开相机设置,我要看海绵宝宝,0.3165928528231582
打开相机设置,我要骑摩拜单车,0.24924221906899358
调高屏幕亮度,找壁纸,0.2987642062754005
调高屏幕亮度,我想看小狗的图片,0.32560464285583474
用大众点评看一下我附近的美食,养胃的食材,0.5397580138818109
用大众点评看一下我附近的美食,搜索复仇者联盟的预告片,0.5341701977745638
最近上映的电影,打开勿扰模式,0.3933577881645228
最近上映的电影,我要问诊,0.3489508300385787
广东的美食推荐,美好的一天用法语怎么说,0.4842496986573018
广东的美食推荐,打开虚空引擎,0.2821793842834206
我想看上周末的照片,孟子的国籍,0.5190480800807209
我想看上周末的照片,我现在在哪里,0.5422716373331393
打开wifi,伦敦现在几点了,0.29686108289953683
打开wifi,电视剧知否知否,0.1671363789030434
