asr_result,correct_answer,similarity
上海市汤臣一品的房价,上海市汤臣一品的房价,0.9999999999999998
打开qq找到张三,打开qq找到张三,1.0
热门韩剧,热门韩剧,1.0
讲个儿童故事,讲个儿童故事,0.9999999999999998
导航去五彩城,导航去五彩城,1.0
热门电影,导航去朝阳门附近的医院,0.32167291122543124
达尔文的进化论讲的是什么,热门电影,0.367438806385159
打开王俊凯的微博,达尔文的进化论讲的是什么,0.5658786101203376
开启全景拍照模式,打开王俊凯的微博,0.41555911007871976
肠胃炎怎么办,开启全景拍照模式,0.2792470421622407
狼来了猜一个水果,肠胃炎怎么办,0.45776341470669346
打开微信扫一扫付款100元,狼来了猜一个水果,0.4054969214495048
生肖猪本月的运势如何,打开微信扫一扫付款100元,0.3883765464202117
现在工商银行的股价多少,生肖猪本月的运势如何,0.5421747319710414
今天会出太阳吗,现在工商银行的股价多少,0.44086686596033187
雪人兄弟游戏的声音,今天会出太阳吗,0.30081201722476875
明天可以洗车吗,雪人兄弟游戏的声音,0.282250365970497
小猪佩奇自我介绍,明天可以洗车吗,0.3468731221021316
查一下纽约后天天气怎么样,小猪佩奇自我介绍,0.4545031365722831
播放王菲的歌,查一下纽约后天天气怎么样,0.338892898752196
帮妈妈叫个车从五道口去西直门,播放王菲的歌,0.3170146226575584
最近热吗,帮妈妈叫个车从五道口去西直门,0.3381910084408189
我想听张韶涵的歌,最近热吗,0.3371989261803072
你不是人造革,我想听张韶涵的歌,0.4248932632585084
今天几根几线型,你不是人造革,0.24704045485662146
易烊千玺的生日是哪天,今天几跟几限行,0.39252643112623264
给我来张美女图片,易烊千玺的生日是哪天,0.46437966365004646
单田芳的评书,给我来张美女图片,0.3290350113319152
帮我打开微博本地新闻,单田芳的评书,0.3894823167384906
你几岁了,帮我打开微博本地新闻,0.34012982014975496
播放蕊希电台,你几岁了,0.2561556769155411
6月1号是星期几,播放蕊希电台,0.2993764549879626
金牛座和处女座的缘分怎么样,六月一号是星期几,0.4123271933248408
播放米小圈上学记,金牛座和处女座的缘分怎么样,0.39684355076761274
白羊座是几月份,播放米小圈上学记,0.23183146182346132
赖床的好处,白羊座是几月份,0.30752288524323107
关闭支付宝,赖床的好处,0.23169742216525196
属猪的和什么属相最配,关闭支付宝,0.22594738470696557
讲个冷笑话,属猪的和什么属相最配,0.3040183849668183
你会唱歌吗,讲个冷笑话,0.3651346555228585
生肖牛的特点,你会唱歌吗,0.26682813156802976
90年出生属什么,生肖牛的特点,0.4543698298937057
上网搜一下王俊凯的照片,九零年出生属什么,0.36359015317776855
我想去附近的星巴克,上网搜一下王俊凯的照片,0.56518043119147
鼻炎患者需要注意什么,我想去附近的星巴克,0.44151543970342194
莲藕与什么食物相克,鼻炎患者需要注意什么,0.563177579194736
开始刷机模式,莲藕与什么食物相克,0.3242009512043508
搜索便签,开始刷机模式,0.4115196491415457
用微信给爸发两张照片,搜索便签,0.44725832254864334
赵丽颖的星座,用微信给爸发两张照片,0.3890864241739846
发qq给老爸说天气不错哦,赵丽颖的星座,0.39423148629852073
吃柚子有什么好处,发qq给老爸说天气不错哦,0.5004465804943465
今天是阴历几月几号,吃柚子有什么好处,0.3968682186625678
北京外地车限行吗,今天是阴历几月几号,0.3773940820700442
锁屏,北京外地车限行吗,nan
用后置摄像头录像,锁屏,nan
发朋友圈说我结婚了,用后置摄像头录像,0.40462649766107284
我想听摇滚歌曲,发朋友圈说我结婚啦,0.5836849536288183
北京限行限几环,我想听摇滚歌曲,0.2448831016517354
熊猫基地几点开门,北京限行限几环,0.21256016742473013
怎么预防颈椎病,熊猫基地几点开门,0.29751648932612884
小米六配置怎么样,怎么预防颈椎病,0.3862152825039263
打开ofo扫一扫,小米六配置怎么样,0.22064622159551273
帮我寄一下,打开ofo扫一扫,0.28252128243552566
如何自己在家炸油条,帮我记一下,0.43965113789956506
香港有哪些必吃的美食,如何自己在家炸油条,0.4002243403199195
今天温度怎么样,香港有哪些必吃的美食,0.3303976285748913
打车去五道口,今天温度怎么样,0.28832370132110596
关闭热点,打车去五道口,0.33907887266197634
无名之辈,关闭热点,0.20504550346765632
属龙的和属马的在一起好不好,无名之辈,0.31496423766771375
中秋节是几月几号,属龙的和属马的在一起好不好,0.4134785271094736
双子座和什么星座最配,中秋节是几月几号,0.3884554998801099
查看妈妈的聊天记录,双子座和什么星座最配,0.42314573041626047
这是什么,查看妈妈的聊天记录,0.2705683783629756
西藏著名的景点有哪些,这是什么,0.381847988001667
看看600036股票当前的行情,西藏著名的景点有哪些,0.5552685610775205
王羲之的儿子,看看600036股票当前的行情,0.5936883038016597
哈利波特系列,王羲之的儿子,0.3374844089281063
打开微信付款码,哈利波特系列,0.347833759196096
播放睡前音乐,打开微信付款码,0.3772155190483634
来段经典相声,播放睡前音乐,0.37371366812156603
魂斗罗的声音,来段经典相声,0.35924991639289305
布达拉宫要门票吗,魂斗罗的声音,0.36493462916168057
打开微信扫一扫,布达拉宫要门票吗,0.2984125274873954
我想看漫威电影,打开微信扫一扫,0.34262885517234687
郭德纲的综艺节目,我想看漫威电影,0.4817121546414326
吃什么可以安神,郭德纲的综艺节目,0.3310740641443034
音量最大,吃什么可以安神,0.27392544999972335
麦兜的声音,音量最大,0.36717667728145026
我叫黑虎阿福你准备受死吧,麦兜的声音,0.43576505316085296
读一首古诗,我叫黑虎阿福你准备受死吧,0.3624514238297292
虹膜炎传染吗,读一首古诗,0.1822949535949701
最美的告白,虹膜炎传染吗,0.26886728172508806
用支付宝给爸转账一个亿,最美的告白,0.31594641826641046
爱琴海购物中心在哪里,用支付宝给爸转账一个亿,0.30740768327604473
打开无线网络,爱琴海购物中心在哪里,0.35464570558285774
明天星期几,打开无线网络,0.2974497729776864
池塘里有什么,明天星期几,0.35526889069990697
华府景苑的物业费,池塘里有什么,0.4333459429904255
静音,华府景园的物业费,0.2808438708907111
打败小猪佩奇的是谁,静音,0.2863799029200844
生肖鼠和生肖牛的缘分怎么样,打败小猪佩奇的是谁,0.5658687798307158
这是什么车,生肖鼠和生肖牛的缘分怎么样,0.3182205224837402
苹果用英语怎么说,这是什么车,0.36558340338296585
我要听进击的段子,苹果用英语怎么说,0.45058849516344274
青莲居士是谁,我要听进击的段子,0.24187610098505277
义勇军进行曲的作者是谁,青莲居士是谁,0.732456743815592
19大主题,义勇军进行曲的作者是谁,0.3710202377376657
关机,十九大主题,0.12873764858866757
妈妈的爸爸叫什么,关机,0.30505729870428944
调高音量,妈妈的爸爸叫什么,0.31232509419996146
进入密封模式,调高音量,0.3646972573509584
关闭勿扰模式,进入蜜蜂模式,0.6017176145101755
苹果公司昨日的收盘情况,关闭勿扰模式,0.45801544491878937
发最近的三张照片到朋友圈说天气真好,苹果公司昨日的收盘情况,0.5693036333675082
我想看奥斯卡获奖电影,姜文的电影,0.6087230575041647
,发最近的三张照片到朋友圈说天气真好,nan
,我想看奥斯卡获奖电影,nan
