asr_result,correct_answer,similarity
安装微信,安装微信,1.0
最近需要防晒吗,最近需要防晒吗,1.0
中国挖掘机技术哪家强,中国挖掘机技术哪家强,1.0
导航去附近的药店,导航去附近的药店,0.9999999999999999
我要看复联三,我要看复联3,nan
今天沪市大盘的走势是如何,今天沪市大盘的走势如何,0.9502821706900954
打开相机,打开相机,1.0000000000000002
2月28号到4月5号有多少天,二月二十八号到四月五号有多少天,0.7615303687714301
杭州市绿城南院的地址,杭州市绿城兰园的地址,0.981703420177369
用微信给爸打语音电话,用微信给爸打语音电话,1.0000000000000002
我想预约订座,我想预约订座,0.9999999999999999
我要听小说,我要听小说,0.9999999999999998
欢乐喜剧人,欢乐喜剧人,0.9999999999999998
播放我的本地音乐,播放我的本地音乐,1.0
我想看猫咪的动图,我想看猫咪的动图,1.0000000000000002
生肖鸡今年多少岁,生肖鸡今年多少岁,1.0
明天适合钓鱼吗,明天适合钓鱼吗,0.9999999999999999
6月27号是什么星座,6月27号是什么星座,1.0000000000000002
北京有什么好玩的,北京有什么好玩的,0.9999999999999999
我要吃吃吃,我要吃吃吃,1.0
稻城亚丁,稻城亚丁,1.0
打开支付宝搜索校园卡,打开支付宝搜索校园卡,1.0000000000000002
今天农业银行转了吗,今天农业银行涨了吗,0.8861163317889257
给我找小猪佩奇的表情包,给我找小猪佩奇的表情包,0.9999999999999999
战神金刚变身,战神金刚变身,1.0
随便来首歌,随便来首歌,1.0000000000000002
导航回家,导航回家,1.0
小孩我想你了,小爱我想你了,0.9421574035892061
播放权力的游戏,播放权力的游戏,1.0000000000000002
邪不压正,邪不压正,0.9999999999999998
乌龟可以带上地铁吗,乌龟可以带上地铁吗,0.9999999999999999
1983年出生的人属什么,1983年出生的人属什么,1.0000000000000002
打车回家,打车回家,0.9999999999999998
十块钱能干什么,十块钱能干什么,0.9999999999999999
给张三打个电话,给张三打个电话,1.0000000000000002
播放薛之谦的歌,播放薛之谦的歌,1.0
杨幂的微博,杨幂的微博,1.0
你吃饭了吗,你吃饭了吗,1.0
三亚旅游攻略,三亚旅游攻略,1.0000000000000002
无限火球法,无限火球法,1.0
计算机之父是谁,计算机之父是谁,0.9999999999999999
看看蔡徐坤的微博,看看蔡徐坤的微博,1.0
海口明天下雨吗,海口明天下雨吗,1.0
中秋节怎么放假,中秋节怎么放假,1.0
那个四大本质是什么,人类的四大本质是什么,0.8869909458852084
广州最近几天紫外线强吗,广州最近几天紫外线强吗,1.0
冰雹的声音,冰雹的声音,1.0
推出滴滴出行,退出滴滴出行,0.8260514837092519
给妈打个视频电话,给妈打个视频电话,1.0
关于处女座的预言,关于处女座的预言,0.9999999999999999
彭丽媛的丈夫,彭丽媛的丈夫,0.9999999999999999
属龙的性格如何,属龙的性格如何,1.0
最近有什么赵丽颖的电视剧,最近有什么赵丽颖的电视剧,1.0000000000000002
我想知道白银做今年的财运怎么样,我想知道白羊座今年的财运怎么样,0.9387648326149054
有什么好看的综艺,有什么好看的综艺,1.0000000000000002
只要高血压方面的专家,治疗高血压方面的专家,0.8949578964061506
打开摩拜扫一扫,打开摩拜扫一扫,1.0000000000000002
旺仔qq糖的声音,旺仔qq糖的声音,1.0
大概小米商城,打开小米商城,0.8094116217012043
骑车回家,骑车回家,1.0
明天天气情况,明天天气情况,1.0
给18811700059充话费,给18811700059充话费,1.0
打开支付宝,打卡支付宝,0.7533006702861632
播放周星驰的喜剧,播放周星驰的喜剧,0.9999999999999999
胡椒吧,呼叫爸,0.2661223390753075
电影无双,电影无双,1.0
今天工商银行的行情,今天工商银行的行情,0.9999999999999998
我有一个想法以后晚上都喝粥,我有一个想法以后晚上都喝粥,1.0
今天适合跑步吗,今天适合跑步吗,1.0
小猪佩奇的声音,小猪佩奇的声音,0.9999999999999998
我要听笑话,我要听笑话,1.0000000000000002
北京朝阳有哪些小区,北京朝阳有哪些小区,1.0000000000000002
关闭摩拜,关闭摩拜,1.0000000000000002
给我发一分钱红包,搜索一下王源的近况,0.3023581715316347
射手座的星座关系,给爸发1分钱红包,0.3418449545495519
打开酷狗音乐播放本地歌曲,射手座的星座关系,0.33543596722976504
大黑牛指的是谁啊,打开酷狗音乐播放本地歌曲,0.3892025911409267
用支付宝付20元钱,大黑牛指的是谁,0.34895849831929493
为什么不跟女生吵架,用支付宝付20元钱,0.40167431945741827
给爸发微信说我没钱了,为什么不跟女生吵架,0.5410357205981733
那滴滴打车回家,给爸发微信说我没钱了,0.5037369016142415
本周日限行吗,用嘀嘀打车回家,0.15498053303173573
现在去西直门堵不堵,本周日限行吗,0.1681195439341433
换一个,现在去西直门赌不赌,0.3241119958060142
查看qq动态,换一个,0.2067073880845855
起床前的心理活动,查看qq动态,0.39639573008662593
火影忍者全集,起床前的心理活动,0.3492756839556344
属猪的今年多大了,火影忍者全集,0.3227721028840242
人被逼急了什么事都做得出来吗,属猪的今年多大了,0.5716561102910713
打开支付宝付20块钱,人被逼急了什么事都做的出来吗,0.3897183388846501
今天大盘走势如何,打开支付宝付20块钱,0.265812620053498
你长什么样子,今天大盘走势如何,0.2808914020563699
打开微信收款码,你长什么样子,0.23635944320633517
打开青岛模式,打开微信收款码,0.5567707381294099
打开慢动作录像,打开清仓模式,0.6948227760028671
用美团定个6月3日的餐位,打开慢动作录像,0.307350134210485
识别链接,用美团定个6月3日的餐位,0.2637054158213349
步行导航去附近超市,识别链接,0.40274086840071144
打开手电筒,步行导航去附近的超市,0.46358841472904266
动漫壁纸,打开手电筒,0.3467616390177087
金牛座的幸运色,动漫壁纸,0.31515074560785644
你会做什么,金牛座的幸运色,0.3406363171054755
二的十次方等于多少,你会做什么,0.4281097430949711
呼呼的营业时间,2的10次方等于多少,0.4732686068230278
查找计划的变迁,故宫的营业时间,0.5763418921629943
吴福红,查找计划的便签,nan
天道有轮回,卢浮宫,0.24687778541585584
用啪啪抱紧,天道有轮回,0.3414965557209509
1小时等于多少分钟,用怕怕报警,0.37393264212230554
重启,一小时等于多少分钟,0.3297297721148442
来自四川话,重启,0.10431695623891066
生肖兔这个月有桃花运吗,来段四川话,0.39356071637149326
查看李斯的qq消息,生肖兔这个月有桃花运吗,0.47195047885877905
使命召唤ol要,查看李四的qq消息,0.3728885301853713
暂停播放,使命召唤ol,0.3073122935612409
还有个声音,暂停播放,0.292109426511939
说一个让你烦恼的事,河流的声音,0.5330965598986774
拍快动作视频,说一个让你烦恼的事,0.29104890018805035
,拍快动作视频,nan
