asr_result,correct_answer,similarity
上海市汤臣一品的房价,上海市汤臣一品的房价,0.9999999999999998
打开qq找到张三,打开qq找到张三,1.0
舌吻韩剧,热门韩剧,0.7281787423138538
讲个儿童故事,讲个儿童故事,0.9999999999999998
导航去五彩城,导航去五彩城,1.0
导航去朝阳门附近的医院,导航去朝阳门附近的医院,1.0000000000000002
上班天气,热门电影,0.24467098159297979
达尔文的进化论讲的是什么,达尔文的进化论讲的是什么,1.0
打开王俊凯的微博,打开王俊凯的微博,0.9999999999999998
开启全景拍照模式,开启全景拍照模式,0.9999999999999999
肠胃炎怎么办,肠胃炎怎么办,1.0000000000000002
狼来了猜一个水果,狼来了猜一个水果,0.9999999999999999
打开微信扫一扫付款100元,打开微信扫一扫付款100元,1.0
生肖属补血的运势如何,生肖猪本月的运势如何,0.8693491157872433
现在工商银行的股价多少,现在工商银行的股价多少,1.0
今天会出太阳吗,今天会出太阳吗,1.0000000000000002
雪人兄弟游戏的声音,雪人兄弟游戏的声音,0.9999999999999999
明天可以洗澡吗,明天可以洗车吗,0.9317372434874481
小猪佩奇自我介绍,小猪佩奇自我介绍,1.0
查一下纽约后天天气怎么样,查一下纽约后天天气怎么样,1.0
播放王菲的歌,播放王菲的歌,1.0000000000000002
啪啪啪叫个车从五道口去西直门,帮妈妈叫个车从五道口去西直门,0.8208811466845387
最近社保,最近热吗,0.6091559735021621
我想听张韶涵的歌,我想听张韶涵的歌,1.0
你不是人造革,你不是人造革,0.9999999999999999
今天几个新现象,今天几跟几限行,0.5438196710980314
易烊千玺的生日是哪天,易烊千玺的生日是哪天,1.0
给我来一张美女图片,给我来张美女图片,0.9528910039183037
单田芳的评书,单田芳的评书,1.0
帮我打开微博本地新闻,帮我打开微博本地新闻,0.9999999999999999
你几岁了,你几岁了,0.9999999999999999
播放水洗电台,播放蕊希电台,0.7687799111512321
6月1号是星期几,六月一号是星期几,0.7579847748271026
去掉综合处女座的缘分怎么样,金牛座和处女座的缘分怎么样,0.8437788858105812
播放米小圈上学记,播放米小圈上学记,1.0
白羊座是几月份,白羊座是几月份,1.0000000000000002
赖床的好处,赖床的好处,0.9999999999999999
关闭支付宝,关闭支付宝,1.0000000000000002
输出的和什么属相最配,属猪的和什么属相最配,0.9259196096496249
讲个冷笑话,讲个冷笑话,1.0000000000000002
你会唱歌吗,你会唱歌吗,1.0
生肖牛的特点,生肖牛的特点,1.0
90年出生属什么,九零年出生属什么,0.8509975604067975
让我搜一下王俊凯的照片,上网搜一下王俊凯的照片,0.8523557341034906
我想去附近的星巴克,我想去附近的星巴克,1.0
鼻炎患者需要注意什么,鼻炎患者需要注意什么,0.9999999999999999
莲藕与什么食物相克,莲藕与什么食物相克,1.0
开始刷机模式,开始刷机模式,1.0000000000000002
搜索骗钱,搜索便签,0.7849105589659582
用微信给我发两张照片,用微信给爸发两张照片,0.8870051675526754
赵丽颖的形象,赵丽颖的星座,0.6909648462502932
发qq给老爸说天气不错,发qq给老爸说天气不错哦,0.9765538037995278
吃柚子有什么好处,吃柚子有什么好处,1.0
今天11黎几月几号,今天是阴历几月几号,0.5744436963447505
北京外地车限行吗,北京外地车限行吗,1.0
锁屏,锁屏,nan
用后置摄像头录像,用后置摄像头录像,1.0000000000000002
发朋友圈说我结婚了,发朋友圈说我结婚啦,0.9488644659174188
我想听摇滚歌曲,我想听摇滚歌曲,1.0
北京限行限几环,北京限行限几环,1.0000000000000002
熊猫今天几点开门,熊猫基地几点开门,0.7317192131700881
怎么预防颈椎病,怎么预防颈椎病,1.0
小米六配置怎么样,小米六配置怎么样,1.0000000000000002
打开ofo扫一扫,打开ofo扫一扫,1.0000000000000002
帮我记一下,帮我记一下,1.0
如何自己在家炸油条,如何自己在家炸油条,1.0
香港有哪些必吃的美食,香港有哪些必吃的美食,1.0
今天温度怎么样,今天温度怎么样,1.0000000000000002
打车去五道口,打车去五道口,1.0000000000000002
关闭热点,关闭热点,1.0000000000000002
糊饼纸杯,无名之辈,0.17837656599553994
属龙的和属马的在一起好不好,属龙的和属马的在一起好不好,0.9999999999999998
中秋节是几月几号,中秋节是几月几号,0.9999999999999998
双子座和什么星座最配,双子座和什么星座最配,0.9999999999999998
查看妈妈的聊天记录,查看妈妈的聊天记录,1.0
这是什么,这是什么,0.9999999999999998
欣赏著名的景点有哪些,西藏著名的景点有哪些,0.9152669788795097
看看600036股票当前的行情,看看600036股票当前的行情,1.0
王羲之的儿子,王羲之的儿子,1.0
哈利波特系列,哈利波特系列,0.9999999999999999
打开微信付款吗,打开微信付款码,0.8629101844590383
播放睡前音乐,播放睡前音乐,1.0
来个晴天相声,来段经典相声,0.6930048804024088
魂斗罗的声音,魂斗罗的声音,1.0000000000000002
布达拉宫要门票吗,布达拉宫要门票吗,1.0000000000000002
打开微信扫一扫,打开微信扫一扫,1.0
我想看看v电影,我想看漫威电影,0.8539272814876326
郭德纲的综艺节目,郭德纲的综艺节目,1.0
吃什么可以安神,吃什么可以安神,1.0
一两岁的,音量最大,0.1785319333590417
麦兜的声音,麦兜的声音,1.0
我叫黑虎阿福你准备受死吧,我叫黑虎阿福你准备受死吧,1.0000000000000002
读一首古诗,读一首古诗,1.0
红包也传染吗,虹膜炎传染吗,0.7235808630405788
最美的告白,最美的告白,1.0
用支付宝给他转账也可以,用支付宝给爸转账一个亿,0.8747297901601025
爱琴海购物中心在哪里,爱琴海购物中心在哪里,0.9999999999999998
打开无线网络,打开无线网络,1.0
明天星期几,明天星期几,1.0
池塘里有什么,池塘里有什么,1.0000000000000002
华府景苑的物业费,华府景园的物业费,0.9440671518109045
建议,静音,0.20701258682630255
大麦小猪佩奇的是谁,打败小猪佩奇的是谁,0.9128692986123844
生肖鼠和生肖牛的缘分怎么样,生肖鼠和生肖牛的缘分怎么样,0.9999999999999999
这是什么车,这是什么车,1.0
苹果用英语怎么说,苹果用英语怎么说,0.9999999999999999
我要听琪琪的段子,我要听进击的段子,0.8990946375002956
青莲居士是谁,青莲居士是谁,0.9999999999999998
义勇军进行曲的作者是谁,义勇军进行曲的作者是谁,1.0
19大主题,十九大主题,0.8706423492319297
关机,关机,0.9999999999999999
爸爸的爸爸叫什么,妈妈的爸爸叫什么,0.9643474303463387
调高音量,调高音量,0.9999999999999999
进入蜜蜂模式,进入蜜蜂模式,0.9999999999999999
关闭勿扰模式,关闭勿扰模式,1.0
苹果公司所示的收盘情况,苹果公司昨日的收盘情况,0.9311462418003148
强吻的电影,姜文的电影,0.8943513988475018
发最近的三张照片到朋友圈说天气真好,发最近的三张照片到朋友圈说天气真好,1.0
我想看奥斯卡获奖电影,我想看奥斯卡获奖电影,1.0000000000000002
