asr_result,correct_answer,similarity
上海市汤臣一品的房价,上海市汤臣一品的房价,0.9999999999999998
打开qq找到张三,打开qq找到张三,1.0
热门韩剧,热门韩剧,1.0
讲个儿童故事,讲个儿童故事,0.9999999999999998
导航去福彩丞,导航去五彩城,0.7768850598844632
导航去朝阳门附近的医院,导航去朝阳门附近的医院,1.0000000000000002
热门电影,热门电影,1.0
达尔文的计划来讲的是什么,达尔文的进化论讲的是什么,0.9152372566697372
打开王俊凯的微博,打开王俊凯的微博,0.9999999999999998
开启全景拍照模式,开启全景拍照模式,0.9999999999999999
肠胃炎怎么办,肠胃炎怎么办,1.0000000000000002
狼来了猜一个水果,狼来了猜一个水果,0.9999999999999999
打开微信扫一扫付款100元,打开微信扫一扫付款100元,1.0
生肖猪本月的运势如何,生肖猪本月的运势如何,1.0
现在工商银行的股价多少,现在工商银行的股价多少,1.0
今天会出太阳吗,今天会出太阳吗,1.0000000000000002
雪人兄弟游戏的声音,雪人兄弟游戏的声音,0.9999999999999999
明天可以洗车吗,明天可以洗车吗,0.9999999999999999
小猪佩奇自我介绍,小猪佩奇自我介绍,1.0
查一下纽约后天天气怎么样,查一下纽约后天天气怎么样,1.0
播放王菲的歌,播放王菲的歌,1.0000000000000002
帮妈妈交客车从五道口去西直门,帮妈妈叫个车从五道口去西直门,0.9458942086872283
最近热吗,最近热吗,1.0000000000000002
我想听张韶涵的歌,我想听张韶涵的歌,1.0
你不是人造革,你不是人造革,0.9999999999999999
今天几点起限行,今天几跟几限行,0.7052471619342419
易烊千玺早上市是哪天,易烊千玺的生日是哪天,0.7529825617673901
给我来张美女图片,给我来张美女图片,1.0000000000000002
单田芳的评书,单田芳的评书,1.0
帮我打开微博本机器人,帮我打开微博本地新闻,0.75561867186959
你几岁了,你几岁了,0.9999999999999999
播放水洗电台,播放蕊希电台,0.7687799111512321
6月1号是星期几,六月一号是星期几,0.7579847748271026
金牛座和处女座的缘分怎么样,金牛座和处女座的缘分怎么样,0.9999999999999999
播放米小圈上学记,播放米小圈上学记,1.0
白羊座是几月份,白羊座是几月份,1.0000000000000002
赖床的好处,赖床的好处,0.9999999999999999
关闭支付宝,关闭支付宝,1.0000000000000002
属猪的和什么属相最配,属猪的和什么属相最配,0.9999999999999998
讲个冷笑话,讲个冷笑话,1.0000000000000002
你会唱歌吗,你会唱歌吗,1.0
生肖牛的特点,生肖牛的特点,1.0
90年出生属什么,九零年出生属什么,0.8509975604067975
上网搜一下王俊凯的照片,上网搜一下王俊凯的照片,1.0
我想去附近的星巴克,我想去附近的星巴克,1.0
需要患者需要注意什么,鼻炎患者需要注意什么,0.9283987286758822
然后与什么食物相克,莲藕与什么食物相克,0.898527031140605
开始刷机模式,开始刷机模式,1.0000000000000002
搜索并且,搜索便签,0.6982121800519635
用微信给爸爸两张照片,用微信给爸发两张照片,0.9496551679818693
赵丽颖的星座,赵丽颖的星座,1.0
把qq给老爸说天气不错,发qq给老爸说天气不错哦,0.9268006911959459
吃柚子有什么好处,吃柚子有什么好处,1.0
今天是阴历几月几号,今天是阴历几月几号,1.0
北京玩具车限行吗,北京外地车限行吗,0.872411368025262
所逼呀,锁屏,nan
用户知识量的录像,用后置摄像头录像,0.5704308978657522
发朋友圈说我结婚了,发朋友圈说我结婚啦,0.9488644659174188
我想听摇滚歌曲,我想听摇滚歌曲,1.0
北京新兴县汽玩,北京限行限几环,1.0000000000000002
熊猫基地几点开门,熊猫基地几点开门,1.0
怎么预防颈椎病,怎么预防颈椎病,1.0
小米六配置怎么样,小米六配置怎么样,1.0000000000000002
打开of扫一扫,打开ofo扫一扫,0.7848172477378108
帮我记一下,帮我记一下,1.0
如何自己在家炸油条,如何自己在家炸油条,1.0
香港有哪些必吃的美食,香港有哪些必吃的美食,1.0
今天温度怎么样,今天温度怎么样,1.0000000000000002
打车去辅导班,打车去五道口,0.8688899406354449
关闭热点,关闭热点,1.0000000000000002
富宁至北,无名之辈,nan
属龙的和属马的在一起好不好,属龙的和属马的在一起好不好,0.9999999999999998
中秋节是几月几号,中秋节是几月几号,0.9999999999999998
双子座和什么星座最配,双子座和什么星座最配,0.9999999999999998
查看妈妈的聊天记录,查看妈妈的聊天记录,1.0
这是什么,这是什么,0.9999999999999998
西藏出名的景点有哪些,西藏著名的景点有哪些,0.9501908963841972
查看600036股票当前的行情,看看600036股票当前的行情,0.9094236639472405
螃蟹知道儿子,王羲之的儿子,0.5668801656584946
哈利波特系列,哈利波特系列,0.9999999999999999
打开微信付款吗,打开微信付款码,0.8629101844590383
播放睡前音乐,播放睡前音乐,1.0
判断晴天相声,来段经典相声,0.6282266515274886
环脱落的声音,魂斗罗的声音,0.7862622384730533
布达拉宫要门票吗,布达拉宫要门票吗,1.0000000000000002
打开微信扫一扫,打开微信扫一扫,1.0
我想看漫威电影,我想看漫威电影,1.0000000000000002
郭德纲的综艺节目,郭德纲的综艺节目,1.0
吃什么可以安神,吃什么可以安神,1.0
音量最大,音量最大,1.0
百度的声音,麦兜的声音,0.7862550534964167
我叫he华府你准备去死吧,我叫黑虎阿福你准备受死吧,0.9059033890901009
读一首古诗,读一首古诗,1.0
虹膜炎传染吗,虹膜炎传染吗,1.0000000000000002
最美的告白,最美的告白,1.0
用支付宝给他转账也可以,用支付宝给爸转账一个亿,0.8747297901601025
爱琴海购物中心在哪里,爱琴海购物中心在哪里,0.9999999999999998
打开无线网络,打开无线网络,1.0
明天星期几,明天星期几,1.0
池塘里有什么,池塘里有什么,1.0000000000000002
华府金源头雾夜飞,华府景园的物业费,0.5015948970776108
你也,静音,0.17030252529319562
大白小猪贝洗澡是谁,打败小猪佩奇的是谁,0.7586072492665028
生肖鼠和生肖牛的运程怎么样,生肖鼠和生肖牛的缘分怎么样,0.9661314202592384
这是什么车,这是什么车,1.0
苹果用英语怎么说,苹果用英语怎么说,0.9999999999999999
我要听经典的段子,我要听进击的段子,0.8751436827404798
青莲居士是谁,青莲居士是谁,0.9999999999999998
义勇军进行曲的作者是谁,义勇军进行曲的作者是谁,1.0
19大主题,十九大主题,0.8706423492319297
晚期,关机,0.22826780815181083
么的爸爸叫什么,妈妈的爸爸叫什么,0.9218822949796925
调高音量,调高音量,0.9999999999999999
进入蜜蜂模式,进入蜜蜂模式,0.9999999999999999
完璧符召模式,关闭勿扰模式,0.705595410914338
苹果公司做事的手办情况,苹果公司昨日的收盘情况,0.8073768948780969
姜文的电影,姜文的电影,1.0000000000000002
把最近的三张照片到朋友圈说天气真好,发最近的三张照片到朋友圈说天气真好,0.9695162469211597
我想看奥斯卡获奖电影,我想看奥斯卡获奖电影,1.0000000000000002
