asr_result,correct_answer,similarity
最近几天可以洗澡吗,最近几天可以洗车吗,0.9314076255154672
取消预订,取消预定,0.8905898881317675
海淀区有哪些楼盘,海淀区有哪些楼盘,1.0
北京今天限行吗,北京今天限行吗,1.0
关节痛是什么原因,关节痛是什么原因,1.0000000000000002
下次没鱼,瞎子摸鱼,nan
汽车发动的声音,汽车发动的声音,1.0000000000000002
大江大河,大江大河,1.0000000000000002
北京最近几天适合运动吗,北京最近几天适合运动吗,0.9999999999999999
帮我记一下明天去上海出差,帮我记一下明天去上海出差,1.0
经济之声,经济之声,0.9999999999999998
农历5月5号是哪天,农历五月五号是哪天,0.7078857549777131
皮卡丘的声音,皮卡丘的声音,0.9999999999999999
330加46等于多少,330+46等于多少,0.9273723440742903
为什么总是逗比啊,为什么总是头皮痒,0.765806830251644
香港有什么必吃的美食,香港有什么必吃的美食,1.0000000000000002
拍小视频,拍小视频,1.0
一英镑等于多少美元,一英镑等于多少美元,1.0
土拨鼠的声音,土拔鼠的声音,0.8696919388151083
今天最高温度多少,今天最高温度多少,0.9999999999999999
上海市闵行区有哪些小区,上海市闵行区有哪些小区,1.0000000000000002
明天有雾霾吗,明天有雾霾吗,1.0000000000000002
关键是拍的照片,过年时拍的照片,0.7566182992698655
识别文字,识别文字,1.0
太阳系有哪些行星,太阳系有哪些行星,1.0000000000000002
狮子座五大预言,狮子座五大预言,1.0000000000000002
我有一个想法,我有一个想法,1.0
疼痛的原因,腿痛的原因,0.8292398355129759
不同时期对成绩的看法,不同时期对成绩的看法,1.0000000000000002
今天出门需要带伞吗,今天出门需要带伞吗,1.0000000000000002
既然你诚心诚意的发问了,既然你诚心诚意地发问了,0.9235127232260083
降低屏幕亮度,降低屏幕亮度,1.0
距离春节还有多少天,距离春节还有多少天,1.0
怎么称呼爸爸的妹妹,怎么称呼爸爸的妹妹,0.9999999999999998
扁桃体发炎怎么办,扁桃体炎怎么办,0.888116363757734
我想查看qq好友的动态,我想查看qq好友的动态,0.9999999999999998
查看qq好友的动态,查看qq好友动态,0.9501133755923873
我要听鬼吹灯,我要听鬼吹灯,1.0000000000000002
美国旅游攻略,美国旅游攻略,1.0
二割绳子,儿歌茄子,0.3027781225122732
说段北京话,说段北京话,1.0
天秤座本周的事业运势,天枰座本周的事业运势,0.8447213441799255
鸳鸯山水的绿化率,远洋山水的绿化率,0.8596700278446093
猕猴桃有什么营养,猕猴桃有什么营养,1.0000000000000002
打开相机并且倒计时三秒自拍,打开相机并且倒计时三秒自拍,1.0
赵薇的老公是谁,赵薇的老公是谁,0.9999999999999998
11月是什么星座,11月是什么星座,1.0
今天的空气质量如何,今天的空气质量如何,1.0
和女朋友吵架的后果,和女朋友吵架的后果,1.0
拨打电话给中国银行,拨打电话给中国银行,1.0
导航去公司,导航去公司,0.9999999999999999
这是怎么发明的,纸是怎么发明的,0.8598761120554962
老鼠怎么叫,老鼠怎么叫,1.0
大象怎么叫,大象怎么叫,1.0
中国家庭微信群名,中国家庭微信群名,1.0
明天几点日落,明天几点日落,1.0
成都明天天气,成都明天天气,1.0
