asr_result,correct_answer,similarity
上海市汤臣一品的房价,上海市汤臣一品的房价,0.9999999999999998
打开qq找到张三,打开qq找到张三,1.0
热门韩剧,热门韩剧,1.0
讲个儿童故事,讲个儿童故事,0.9999999999999998
导航去五彩城,导航去五彩城,1.0
导航去朝阳门附近的医院,导航去朝阳门附近的医院,1.0000000000000002
热门电影,热门电影,1.0
达尔文的进化论讲的是什么,达尔文的进化论讲的是什么,1.0
打开王俊凯的微博,打开王俊凯的微博,0.9999999999999998
开启全景拍照模式,开启全景拍照模式,0.9999999999999999
肠胃炎怎么办,肠胃炎怎么办,1.0000000000000002
狼来了猜一个水果,狼来了猜一个水果,0.9999999999999999
打开微信扫一扫付款100元,打开微信扫一扫付款100元,1.0
生肖猪本月的运势如何,生肖猪本月的运势如何,1.0
现在工商银行的股价是多少,现在工商银行的股价多少,0.9458788140866037
今天会出太阳吗,今天会出太阳吗,1.0000000000000002
雪人兄弟游戏的声音,雪人兄弟游戏的声音,0.9999999999999999
明天可以洗车吗,明天可以洗车吗,0.9999999999999999
小猪佩奇的自我介绍,小猪佩奇自我介绍,0.8872198388632001
查一下纽约后天天气怎么样,查一下纽约后天天气怎么样,1.0
播放王菲的歌,播放王菲的歌,1.0000000000000002
帮妈妈叫个车从五道口去西直门,帮妈妈叫个车从五道口去西直门,0.9999999999999998
最近热吗,最近热吗,1.0000000000000002
我想听张韶涵的歌,我想听张韶涵的歌,1.0
你不是人造革,你不是人造革,0.9999999999999999
今天几根几线形,今天几跟几限行,0.9004850949908159
易烊千玺的生日是哪天,易烊千玺的生日是哪天,1.0
给我来张美女图片,给我来张美女图片,1.0000000000000002
单田芳的评书,单田芳的评书,1.0
帮我打开微博本地新闻,帮我打开微博本地新闻,0.9999999999999999
你几岁了,你几岁了,0.9999999999999999
播放蕊希电台,播放蕊希电台,0.9999999999999999
6月1号是星期几,六月一号是星期几,0.7579847748271026
金牛座和处女座的缘分怎么样,金牛座和处女座的缘分怎么样,0.9999999999999999
播放米小圈上学记,播放米小圈上学记,1.0
白羊座是几月份,白羊座是几月份,1.0000000000000002
赖床的好处,赖床的好处,0.9999999999999999
关闭支付宝,关闭支付宝,1.0000000000000002
属猪的和什么属相最配,属猪的和什么属相最配,0.9999999999999998
讲个冷笑话,讲个冷笑话,1.0000000000000002
你会唱歌吗,你会唱歌吗,1.0
生肖牛的特点,生肖牛的特点,1.0
90后出生属什么,九零年出生属什么,0.8252342412705257
上网搜一下王俊凯的照片,上网搜一下王俊凯的照片,1.0
我想去附近的星巴克,我想去附近的星巴克,1.0
鼻炎患者需要注意什么,鼻炎患者需要注意什么,0.9999999999999999
莲藕与什么食物相克,莲藕与什么食物相克,1.0
开始刷机模式,开始刷机模式,1.0000000000000002
搜索便签,搜索便签,1.0
用微信给爸发两张照片,用微信给爸发两张照片,1.0
发qq给老爸说天气不错哦,赵丽颖的星座,0.39423148629852073
吃柚子有什么好处,发qq给老爸说天气不错哦,0.5004465804943465
今天是阴历几月几号,吃柚子有什么好处,0.3968682186625678
北京外地车限行吗,今天是阴历几月几号,0.3773940820700442
锁屏,北京外地车限行吗,nan
用后置摄像头录像,锁屏,nan
发朋友圈说我结婚了,用后置摄像头录像,0.40462649766107284
我想听摇滚歌曲,发朋友圈说我结婚啦,0.5836849536288183
北京限行限几环,我想听摇滚歌曲,0.2448831016517354
熊猫基地几点开门,北京限行限几环,0.21256016742473013
怎么预防颈椎病,熊猫基地几点开门,0.29751648932612884
小米六配置怎么样,怎么预防颈椎病,0.3862152825039263
打开ofo扫一扫,小米六配置怎么样,0.22064622159551273
帮我记一下,打开ofo扫一扫,0.26824354883702944
如何自己在家炸油条,帮我记一下,0.43965113789956506
香港有哪些必吃的美食,如何自己在家炸油条,0.4002243403199195
今天温度怎么样,香港有哪些必吃的美食,0.3303976285748913
打车去五道口,今天温度怎么样,0.28832370132110596
关闭热点,打车去五道口,0.33907887266197634
无名之辈,关闭热点,0.20504550346765632
属龙的和属马的在一起好不好,无名之辈,0.31496423766771375
中秋节是几月几号,属龙的和属马的在一起好不好,0.4134785271094736
双子座和什么星座最配,中秋节是几月几号,0.3884554998801099
查看妈妈的聊天记录,双子座和什么星座最配,0.42314573041626047
这是什么,查看妈妈的聊天记录,0.2705683783629756
西藏著名的景点有哪些,这是什么,0.381847988001667
看看600036股票当前的行情,西藏著名的景点有哪些,0.5552685610775205
王羲之的儿子,看看600036股票当前的行情,0.5936883038016597
哈利波特系列,王羲之的儿子,0.3374844089281063
打开微信付款码,哈利波特系列,0.347833759196096
播放睡前音乐,打开微信付款码,0.3772155190483634
来段经典相声,播放睡前音乐,0.37371366812156603
魂斗罗的声音,来段经典相声,0.35924991639289305
布达拉宫要门票吗,魂斗罗的声音,0.36493462916168057
打开微信扫一扫,布达拉宫要门票吗,0.2984125274873954
我想看漫威电影,打开微信扫一扫,0.34262885517234687
郭德纲的综艺节目,我想看漫威电影,0.4817121546414326
吃什么可以安神,郭德纲的综艺节目,0.3310740641443034
音量最大,吃什么可以安神,0.27392544999972335
我叫黑虎阿福你准备受死吧,音量最大,0.2894209516409998
读一首古诗,麦兜的声音,0.28063262129484445
虹膜炎传染吗,我叫黑虎阿福你准备受死吧,0.45463678279162834
最美的告白,读一首古诗,0.27388691042796715
用支付宝给爸转账一个亿,虹膜炎传染吗,0.3409546757358497
爱琴海购物中心在哪里,最美的告白,0.3384781749879138
打开无线网络,用支付宝给爸转账一个亿,0.45565611847140386
明天星期几,爱琴海购物中心在哪里,0.2739560537438947
池塘里面有什么,打开无线网络,0.37407671390325237
华府景园的物业费,明天星期几,0.3442061757258149
静音,池塘里有什么,0.3300651240279219
打败小猪佩奇的是谁,华府景园的物业费,0.5426575380468629
生肖鼠和生肖牛的缘分怎么样,静音,0.262451067002345
这是什么车,打败小猪佩奇的是谁,0.39402829319603616
苹果用英语怎么说,生肖鼠和生肖牛的缘分怎么样,0.4206726056876487
我要听进击的段子,这是什么车,0.31929670794839865
青莲居士是谁,苹果用英语怎么说,0.33660564011548333
义勇军进行曲的作者是谁,我要听进击的段子,0.6019224722876926
19大主题,青莲居士是谁,0.21375575143744555
关机,义勇军进行曲的作者是谁,0.2771243150451782
妈妈的爸爸叫什么,十九大主题,0.2919345293435954
调高音量,关机,0.357349681010925
进入密封模式,妈妈的爸爸叫什么,0.21481785571227136
关闭勿扰模式,调高音量,0.3461886590438016
苹果公司昨日的收盘情况,进入蜜蜂模式,0.4037360240306296
姜文的电影,关闭勿扰模式,0.3180952054885804
发最近的三张照片到朋友圈说天气真好,苹果公司昨日的收盘情况,0.5693036333675082
我想看奥斯卡获奖电影,姜文的电影,0.6087230575041647
讲个儿童故事,发最近的三张照片到朋友圈说天气真好,0.32804911369455814
,我想看奥斯卡获奖电影,nan
