asr_result,correct_answer,similarity
最近几天你可以洗车了,最近几天可以洗车吗,0.7905848068415456
取消预订,取消预定,0.8905898881317675
海淀区有哪些楼盘,海淀区有哪些楼盘,1.0
北京今天限行吗,北京今天限行吗,1.0
关节痛是什么原因,关节痛是什么原因,1.0000000000000002
瞎子摸鱼,瞎子摸鱼,nan
汽车发动的声音,汽车发动的声音,1.0000000000000002
大江大河,大江大河,1.0000000000000002
北京最近几天适合运动吗,北京最近几天适合运动吗,0.9999999999999999
帮我记一下明天去上海出差,帮我记一下明天去上海出差,1.0
经济之声,经济之声,0.9999999999999998
农历5月5号是哪天,农历五月五号是哪天,0.7078857549777131
皮卡丘的声音,皮卡丘的声音,0.9999999999999999
330加46等于多少,330+46等于多少,0.9273723440742903
为什么总是偷拼呀,为什么总是头皮痒,0.6999983156448308
香港有什么必吃美食,香港有什么必吃的美食,0.9445977893227517
拍小视频,拍小视频,1.0
一英镑等于多少美元,一英镑等于多少美元,1.0
土拨鼠的效应,土拔鼠的声音,0.6167565521316674
今天最高温度多少,今天最高温度多少,0.9999999999999999
上海市闵行区有哪些小区,上海市闵行区有哪些小区,1.0000000000000002
明天有雾霾吗,明天有雾霾吗,1.0000000000000002
过年时拍的照片,过年时拍的照片,1.0
识别文字,识别文字,1.0
太阳系有哪些行星,太阳系有哪些行星,1.0000000000000002
狮子座五大预言,狮子座五大预言,1.0000000000000002
我有一个想法,我有一个想法,1.0
腿痛的原因,腿痛的原因,1.0
不同时期对成绩的看法,不同时期对成绩的看法,1.0000000000000002
今天出门需要带伞吗,今天出门需要带伞吗,1.0000000000000002
既然你诚心诚意地发问了,既然你诚心诚意地发问了,1.0
降低屏幕亮度,降低屏幕亮度,1.0
距离春节还有多少天,距离春节还有多少天,1.0
怎么称呼爸爸的妹妹,怎么称呼爸爸的妹妹,0.9999999999999998
扁桃体炎怎么办,扁桃体炎怎么办,1.0000000000000002
我想查看qq好友的动态,我想查看qq好友的动态,0.9999999999999998
查看qq好友动态,查看qq好友动态,1.0
我要听鬼吹灯,我要听鬼吹灯,1.0000000000000002
美国旅游攻略,美国旅游攻略,1.0
儿歌茄子,儿歌茄子,1.0
说段北京话,说段北京话,1.0
天秤座本周的事业运势,天枰座本周的事业运势,0.8447213441799255
远洋山水的绿化率,远洋山水的绿化率,0.9999999999999998
猕猴桃有什么营养,猕猴桃有什么营养,1.0000000000000002
打开相机并且倒计时三秒自拍,打开相机并且倒计时三秒自拍,1.0
赵薇的老公是谁,赵薇的老公是谁,0.9999999999999998
11月是什么星座,11月是什么星座,1.0
今天的空气质量如何,今天的空气质量如何,1.0
和女朋友吵架后果,和女朋友吵架的后果,0.942727627577369
拨打电话给中国银行,拨打电话给中国银行,1.0
导航去公司,导航去公司,0.9999999999999999
纸是怎么发明的,纸是怎么发明的,1.0
老鼠怎么叫,老鼠怎么叫,1.0
大象怎么叫,大象怎么叫,1.0
中国家庭微信群名,中国家庭微信群名,1.0
明天几点日落,明天几点日落,1.0
成都明天天气,成都明天天气,1.0
要把大象装冰箱总共分几步,要把大象装冰箱总共分几步,1.0000000000000002
皮卡丘走路,皮卡丘走路,1.0
懒床一时爽,懒床一时爽,1.0000000000000002
宫保鸡丁需要什么食材,宫保鸡丁需要什么食材,1.0
关闭淘宝,关闭淘宝,0.9999999999999998
什么人不适合吃榛子,什么人不适合吃榛子,1.0
我的风景照片,我的风景照片,1.0
拨打建行电话,拨打建行电话,1.0
拨打10086,拨打10086,1.0000000000000002
最近几天可以穿短裙吗,最近几天可以穿短裙吗,1.0000000000000002
来一首立冬诗,来一首立冬的诗,0.9050712811838095
今天的偏慢点儿如如何,今天的pm2.5如何,0.823601986232043
民生银行电话,民生银行电话,1.0000000000000002
给妈妈转账一分钱,给妈妈转账1分钱,0.8358796989174077
查看微博榜单,查看微博榜单,1.0
打开微信,打开微信,1.0
用前摄像头拍小视频,用前置摄像头拍小视频,0.9132881309813571
我要看电视剧,我要看电视剧,0.9999999999999998
马化腾的父亲是谁,补维生素a应该吃什么,0.47619578099215615
用大众点评搜一下酒店,马化腾的父亲是谁,0.37981949284319527
核桃适宜的人群,用大众点评搜一下酒店,0.38010031143973233
小孩不听话怎么办,核桃适宜的人群,0.2882538029924968
寒冰飘飘,小孩不听话怎么办,0.25783083617597685
你站在这里不要动我去给你买个橘子,寒冰飘飘,0.3013860105565031
奇葩说第五季,你站在这里不要动我去给你买个橘子,0.3963540105519439
这是什么花,奇葩说第五季,0.3491293450597699
调低音量,这是什么花,0.18852406974324784
属猪的是哪一年生的,调低音量,0.2398007717827491
狮子座有什么缺点,属猪的是哪一年生的,0.5092315071404564
火影忍者,狮子座有什么缺点,0.3092032621704723
陪我聊天,火影忍者,0.23848307266402174
惊蛰是几月几号,陪我聊天,0.281734397943509
马云多大了,惊蛰是几月几号,0.22779152602560632
成都有什么好吃的,马云多大了,0.35948413330145895
松鼠怎么叫,成都有什么好吃的,0.4276591926662636
我和天上的星星有什么区别呢,松鼠怎么叫,0.47912045265806535
我要充话费,我和天上的星星有什么区别呢,0.2847854563131767
带电话给妈妈,我要充话费,0.3243798582336707
6月1日是工作日吗,带电话给妈妈,0.3261675803449065
埃塞穆玖74,六月一日是工作日吗,0.16823834325396975
毛泽东的避孕药,fm97.4,nan
打开支付宝扫一扫,毛泽东的毕业院校,0.25942636046056317
射手座的守护神,打开支付宝扫一扫,0.24531906466525755
小猪佩奇,射手座的守护神,0.3486203171844142
工商银行是涨的还是跌的,小猪佩奇,0.30555380457702513
北京市华清嘉园房价,工商银行是涨了还是跌了,0.42238780287025035
工资一万元税后是多少,北京市华清嘉园的房价,0.4169394256687141
最近有什么节日,公子一万元税后是多少,0.4669031220480853
用前置摄像头录像,最近有什么节日,0.34391425006642
处女座今天有桃花运吗,用前置摄像头录像,0.3500667502154986
今天是几月几号,生肖猪的性格怎么样,0.3043040477765402
查找便签,处女座今天有桃花运吗,0.29404303946284693
帮妈妈叫我快车从中关村去五彩城,今天是几月几号,0.36564819350771854
搜索复仇者联盟三的影评,查找便签,0.41904830498266105
取消,帮妈妈叫个快车从中关村去五彩城,0.2223992689767375
做鱼香肉丝有什么窍门,蜜桃姐姐讲故事,0.4005752356400497
用qq音乐播放告白气球,搜索复仇者联盟3的影评,0.5403218584626786
上网搜搜进京证怎么办,取消,0.34593585319620673
赵丽颖的老公,做鱼香肉丝有什么窍门,0.4225650312385808
,用qq音乐播放告白气球,nan
,上网搜搜进京证怎么办,nan
,赵丽颖的老公,nan
