asr_result,correct_answer,similarity
上海市汤臣一品的房间,上海市汤臣一品的房价,0.8995877503909205
打开qq找到张三,打开qq找到张三,1.0
热门韩剧,热门韩剧,1.0
讲个儿童故事,讲个儿童故事,0.9999999999999998
导航去五彩城,导航去五彩城,1.0
导航去朝阳门附近的医院,导航去朝阳门附近的医院,1.0000000000000002
热门电影,热门电影,1.0
戴尔玩的捡回来讲的是什么,达尔文的进化论讲的是什么,0.8949064914004462
大概王俊凯的微博,打开王俊凯的微博,0.8138328964693852
开启全景拍照模式,开启全景拍照模式,0.9999999999999999
创伟牙怎么办,肠胃炎怎么办,0.8612053933138537
狼来了猜一个水果,狼来了猜一个水果,0.9999999999999999
打开微信搜一搜付款100元,打开微信扫一扫付款100元,0.9530626614267872
生肖猪本月的运势如何,生肖猪本月的运势如何,1.0
下载工商银行的股价多少,现在工商银行的股价多少,0.875287470661419
今天会出太阳吗,今天会出太阳吗,1.0000000000000002
雪人兄弟游戏的声音,雪人兄弟游戏的声音,0.9999999999999999
明天可以洗车吗,明天可以洗车吗,0.9999999999999999
小猪佩奇自我介绍,小猪佩奇自我介绍,1.0
单田芳的评书,查一下纽约后天天气怎么样,0.3180613765490891
穿一些纽约后天天气怎么样,播放王菲的歌,0.393788723205123
播放王菲的歌,帮妈妈叫个车从五道口去西直门,0.3170146226575584
帮我买卖交个车从舞蹈班去锡纸卖,最近热吗,0.41403982196467753
最近热吗,我想听张韶涵的歌,0.3371989261803072
我想听张韶涵的歌,你不是人造革,0.4248932632585084
你不是人造革,今天几跟几限行,0.2930914454353796
今天吃甘蔗小心,易烊千玺的生日是哪天,0.4793006428119237
易烊千玺的生日是哪天,给我来张美女图片,0.46437966365004646
给我来张美女图片,单田芳的评书,0.3290350113319152
帮我打开微博本地新闻,帮我打开微博本地新闻,0.9999999999999999
你几岁了,你几岁了,0.9999999999999999
播放李希电台,播放蕊希电台,0.8480230322103229
6月1号是星期几,六月一号是星期几,0.7579847748271026
金牛座和处女座的缘分怎么样,金牛座和处女座的缘分怎么样,0.9999999999999999
播放米小圈上学记,播放米小圈上学记,1.0
白羊座是几月份,白羊座是几月份,1.0000000000000002
累充的好处,赖床的好处,0.8943731001071373
关闭支付宝,关闭支付宝,1.0000000000000002
属猪的和什么属相最配,属猪的和什么属相最配,0.9999999999999998
讲个冷笑话,讲个冷笑话,1.0000000000000002
你会唱歌吗,你会唱歌吗,1.0
生肖牛的特点,生肖牛的特点,1.0
90年出生属什么,九零年出生属什么,0.8509975604067975
上网搜一些王俊凯的照片,上网搜一下王俊凯的照片,0.9086003896137975
我想去福建的新百科,我想去附近的星巴克,0.805697253848377
鼻炎患者需要注意什么,鼻炎患者需要注意什么,0.9999999999999999
莲藕与什么食物相克,莲藕与什么食物相克,1.0
开始设计模式,开始刷机模式,0.8332394116295859
搜索表情,搜索便签,0.718438800823135
用微信给我发两张照片,用微信给爸发两张照片,0.8870051675526754
赵丽颖的星座,赵丽颖的星座,1.0
反正qq给老板说天气不错哦,发qq给老爸说天气不错哦,0.926108565456025
吃柚子有什么好处,吃柚子有什么好处,1.0
今天是阴历几月几号,今天是阴历几月几号,1.0
北京外地车限行吗,北京外地车限行吗,1.0
锁屏,锁屏,nan
用后置摄像头录像,用后置摄像头录像,1.0000000000000002
发朋友圈儿说我姐换了,发朋友圈说我结婚啦,0.8386784617564833
我想听有关歌曲,我想听摇滚歌曲,0.856073599860207
北京下行下计划,北京限行限几环,0.6480028330120042
熊猫基地几点开门,熊猫基地几点开门,1.0
怎样预防颈椎病,怎么预防颈椎病,0.9077266659509462
小米六配置怎么样,小米六配置怎么样,1.0000000000000002
打开ofo扫一扫,打开ofo扫一扫,1.0000000000000002
帮我记一下,帮我记一下,1.0
如何自己在家炸油条,如何自己在家炸油条,1.0
香港有哪些必吃的美食,香港有哪些必吃的美食,1.0
今天温度怎么用,今天温度怎么样,0.8370420686660107
单车去五道口,打车去五道口,0.7962530416476846
关闭热点,关闭热点,1.0000000000000002
无名之辈,无名之辈,1.0000000000000002
属龙的和属马的在一起好不好,属龙的和属马的在一起好不好,0.9999999999999998
中秋节是几月几号,中秋节是几月几号,0.9999999999999998
双子座和什么星座最配,双子座和什么星座最配,0.9999999999999998
查看买卖的聊天记录,查看妈妈的聊天记录,0.8570365459468093
这是什么,这是什么,0.9999999999999998
西藏著名的景点有哪些,西藏著名的景点有哪些,1.0
卡卡600036股票当前的行情,看看600036股票当前的行情,0.9126572491507408
翁锡志的儿子,王羲之的儿子,0.9132167180372642
哈利波特系列,哈利波特系列,0.9999999999999999
打开微信付款码,打开微信付款码,1.0
播放水枪音乐,播放睡前音乐,0.8466686073134544
来段经典相声,来段经典相声,1.0000000000000002
魂斗罗的声音,魂斗罗的声音,1.0000000000000002
补单来工友买票没,布达拉宫要门票吗,0.49672258601497854
点开微信搜一搜,打开微信扫一扫,0.741434161734557
我想看漫威电影,我想看漫威电影,1.0000000000000002
郭德纲的综艺节目,郭德纲的综艺节目,1.0
吃什么可以阿衰,吃什么可以安神,0.9154262042311155
音量最大,音量最大,1.0
脉赌的声音,麦兜的声音,0.7255095513569341
我叫黑虎f你准备收拾吧,我叫黑虎阿福你准备受死吧,0.9259494372597767
读一首故事,读一首古诗,0.7041955909281107
虹膜炎传染吗,虹膜炎传染吗,1.0000000000000002
最美的狗背,最美的告白,0.7534131744082825
用支付宝给你转账一个亿,用支付宝给爸转账一个亿,0.9103201691070595
打开无线网络,爱琴海购物中心在哪里,0.35464570558285774
明天星期几,打开无线网络,0.2974497729776864
吃糖里有什么,明天星期几,0.3565047435288273
还富锦园的五月份,池塘里有什么,0.4520558066757128
禁言,华府景园的物业费,0.27799727143965663
爱琴海购物中心在哪里,静音,0.2526311818703273
大背小猪佩奇的是谁,打败小猪佩奇的是谁,0.952605125058512
生肖鼠和生肖牛的缘分怎么用,生肖鼠和生肖牛的缘分怎么样,0.9607047495840515
这是什么车,这是什么车,1.0
苹果用英语怎么说,苹果用英语怎么说,0.9999999999999999
我要听剪辑的段子,我要听进击的段子,0.8848211858596995
青莲居士是谁,青莲居士是谁,0.9999999999999998
义勇军进行曲的作者是谁,义勇军进行曲的作者是谁,1.0
19大主题,十九大主题,0.8706423492319297
瓜子,关机,0.18256941708813637
美美的白白叫什么,妈妈的爸爸叫什么,0.7856373139836411
调高音量,调高音量,0.9999999999999999
进入蜜蜂模式,进入蜜蜂模式,0.9999999999999999
关闭勿扰模式,关闭勿扰模式,1.0
苹果公司昨日的收盘情况,苹果公司昨日的收盘情况,0.9999999999999998
江湾的电影,姜文的电影,0.8697489306176879
说最近的三张照片到朋友圈说天气,发最近的三张照片到朋友圈说天气真好,0.9255228438897204
我想看奥斯卡获奖电影,我想看奥斯卡获奖电影,1.0000000000000002
