asr_result,correct_answer,similarity
推荐可以使用吗,最近几天可以洗车吗,0.7216714717188178
句型练习,取消预定,nan
海淀区有哪些老板,海淀区有哪些楼盘,0.8921725285398374
北京今天限行吗,北京今天限行吗,1.0
关节痛是什么原因,关节痛是什么原因,1.0000000000000002
虾怎么吃,瞎子摸鱼,nan
汽车发动的声音,汽车发动的声音,1.0000000000000002
大江大河,大江大河,1.0000000000000002
北京最近几天适合运动吗,北京最近几天适合运动吗,0.9999999999999999
我记一下明天去上海车站,帮我记一下明天去上海出差,0.8412746924710484
经济之声,经济之声,0.9999999999999998
那么你要吃药不好使大姐,农历五月五号是哪天,0.46160598609488196
皮卡丘的声音,皮卡丘的声音,0.9999999999999999
330加16等于多少,330+46等于多少,0.8853059269723788
为什么总是脱皮呀,为什么总是头皮痒,0.8270664582633
香港有什么壁纸的美食,香港有什么必吃的美食,0.9601598242018824
拍小视频,拍小视频,1.0
习性磅等于多少美元,一英镑等于多少美元,0.8710952603393645
播出的声音,土拔鼠的声音,0.780174628551734
今天最高温度多少,今天最高温度多少,0.9999999999999999
上海明星你去我那学校,上海市闵行区有哪些小区,0.5236207863336196
明天有空来吗,明天有雾霾吗,0.7082797975100787
过年时拍的照片,过年时拍的照片,1.0
识别文字,识别文字,1.0
太阳系有哪些行星,太阳系有哪些行星,1.0000000000000002
狮子座武大女人,狮子座五大预言,0.6083948968809016
我有一个想法,我有一个想法,1.0
系统的软件,腿痛的原因,0.5070945758682605
普通实际对成绩的看法,不同时期对成绩的看法,0.8504385836931134
今天出门需要带伞吗,今天出门需要带伞吗,1.0000000000000002
既然你诚心诚意的发问了,既然你诚心诚意地发问了,0.9235127232260083
经济屏幕良品,降低屏幕亮度,0.6127188143199869
距春节还有多少天,距离春节还有多少天,0.9559687388693809
怎么称呼爸爸的妹妹,怎么称呼爸爸的妹妹,0.9999999999999998
扁桃体炎怎么办,扁桃体炎怎么办,1.0000000000000002
我想查看我的动态,我想查看qq好友的动态,0.8843016223609337
他感觉就好了不懂的,查看qq好友动态,0.37067847202514803
我要听鬼吹灯,我要听鬼吹灯,1.0000000000000002
美国女星攻略,美国旅游攻略,0.7879305921445661
耳朵茄子,儿歌茄子,0.7389341203385403
说段北京话,说段北京话,1.0
凭证办证,天枰座本周的事业运势,0.27331747823887714
鸳鸯山墅的有哪些,远洋山水的绿化率,0.571330115206587
猕猴桃有什么形象,猕猴桃有什么营养,0.8661711076439359
大概小姐拍,打开相机并且倒计时三秒自拍,0.4152786177823957
照片的老公是谁,赵薇的老公是谁,0.8932425463759931
11月是什么星座,11月是什么星座,1.0
我和女朋友吵架的后果,今天的空气质量如何,0.49846911172157565
拨打电话给中国银行,和女朋友吵架的后果,0.34491819416521324
导航去公司,拨打电话给中国银行,0.42000253306732166
这是怎么发明的,导航去公司,0.31651852160003785
我说什么叫,纸是怎么发明的,0.47808166356505016
她想怎么叫,老鼠怎么叫,0.7776778007406419
中国家庭微信区别,大象怎么叫,0.3512228993994657
明天几点什么,中国家庭微信群名,0.2385893600745014
成都明天天气,明天几点日落,0.5833262959449301
要把大象装冰箱总共分几部,成都明天天气,0.34904714184283325
皮卡丘怎么做,要把大象装冰箱总共分几步,0.4898785062524101
临床医是什么,皮卡丘走路,0.23469962859830346
宫保鸡丁需要什么,懒床一时爽,0.27914880680602006
关闭淘宝,宫保鸡丁需要什么食材,0.28834312011113883
什么事都是我吃榛子,关闭淘宝,0.25418612780192396
我的风景照片,什么人不适合吃榛子,0.4546347041985662
播大结局电话,我的风景照片,0.35912399153307406
拨打10086,拨打建行电话,0.8449583722464118
最近几天可以穿短裙吗,拨打10086,0.2934715949123654
来一首李白的诗,最近几天可以穿短裙吗,0.3740529961957736
今天的事,来一首立冬的诗,0.5622186988785978
民生银行电话,今天的pm2.5如何,0.23725067165466354
给爸爸转了一分钱,民生银行电话,0.31297680601133704
查看微博榜单,给妈妈转账1分钱,0.3527557928902407
打开微信,查看微博榜单,0.43834848051439795
我要看电视剧,打开微信,0.2285340636964833
维生素a应该吃什么什么啊,用前置摄像头拍小视频,0.4600039436524137
马化腾的父亲是谁,我要看电视剧,0.3393744024681612
熊大种,补维生素a应该吃什么,nan
