asr_result,correct_answer,similarity
上海市汤臣一品的房价,安装微信,0.32171968802992584
打开qq找到张三,最近需要防晒吗,0.38020726701176266
热门韩剧,中国挖掘机技术哪家强,0.29199042111223833
讲个儿童故事,导航去附近的药店,0.33291516336636034
导航去五彩城,我要看复联3,0.2750358397821937
导航去朝阳门附近的医院,今天沪市大盘的走势如何,0.5231963910705681
热门电影,打开相机,0.3066794396969408
达尔文的进化论讲的是什么,二月二十八号到四月五号有多少天,0.44944574554110156
打开王俊凯的微博,杭州市绿城兰园的地址,0.507570000335987
开启全景拍照模式,用微信给爸打语音电话,0.500084648485862
肠胃炎怎么办,我想预约订座,0.3237482743325546
狼来了猜一个水果,我要听小说,0.3778298481390887
打开微信扫一扫付款100元,欢乐喜剧人,0.2635664879788889
生肖猪本月的运势如何,播放我的本地音乐,0.5000331539155862
现在工商银行的股价多少,我想看猫咪的动图,0.5042128497411341
今天会出太阳吗,生肖鸡今年多少岁,0.3390278348448307
雪人兄弟游戏的声音,明天适合钓鱼吗,0.2740128260020836
明天可以洗车吗,6月27号是什么星座,0.41741849869092046
小猪佩奇自我介绍,北京有什么好玩的,0.3711818233215237
查一下纽约后天天气怎么样,我要吃吃吃,0.22235646882676893
播放王菲的歌,稻城亚丁,0.24926223595325117
帮妈妈叫个车从五道口去西直门,打开支付宝搜索校园卡,0.40871333335746896
最近热吗,今天农业银行涨了吗,0.5967771183969924
我想听张韶涵的歌,给我找小猪佩奇的表情包,0.6762058966939052
你不是人造革,战神金刚变身,0.27912202049037893
今天几根几线型,随便来首歌,0.3365414539752212
易烊千玺的生日是哪天,导航回家,0.3434844268175595
给我来张美女图片,小爱我想你了,0.5572703343489404
单田芳的评书,播放权力的游戏,0.5804383189221248
帮我打开微博本地新闻,邪不压正,0.3444901294647644
你几岁了,乌龟可以带上地铁吗,0.3586833745694902
播放蕊希电台,1983年出生的人属什么,0.33580222599503384
6月1号是星期几,打车回家,0.27059074487547474
金牛座和处女座的缘分怎么样,十块钱能干什么,0.4223005774548791
播放米小圈上学记,给张三打个电话,0.3480062006917681
白羊座是几月份,播放薛之谦的歌,0.2824626937227105
赖床的好处,杨幂的微博,0.525763603185013
关闭支付宝,你吃饭了吗,0.29923221429964286
属猪的和什么属相最配,三亚旅游攻略,0.2634325390724087
讲个冷笑话,无限火球法,0.21631251062255932
你会唱歌吗,计算机之父是谁,0.434129992122274
生肖牛的特点,看看蔡徐坤的微博,0.5332202380171803
90年出生属什么,海口明天下雨吗,0.4006943640269123
上网搜一下王俊凯的照片,中秋节怎么放假,0.39730898568143
我想去附近的星巴克,人类的四大本质是什么,0.5142061034974929
鼻炎患者需要注意什么,广州最近几天紫外线强吗,0.500364555177702
莲藕与什么食物相克,冰雹的声音,0.3993201127710914
开始刷机模式,退出滴滴出行,0.45164696830128287
搜索便签,给妈打个视频电话,0.35033382578585914
用微信给爸发两张照片,关于处女座的预言,0.39792658360959227
