asr_result,correct_answer,similarity
最近几天可以洗车吗,最近几天可以洗车吗,1.0000000000000002
取消预订,取消预定,0.8905898881317675
海淀区有哪些楼盘,海淀区有哪些楼盘,1.0
北京今天限行吗,北京今天限行吗,1.0
关节痛是什么原因,关节痛是什么原因,1.0000000000000002
瞎子摸鱼,瞎子摸鱼,nan
瞎子摸鱼,汽车发动的声音,nan
汽车发动的声音,大江大河,0.26392839774436394
大江大河,北京最近几天适合运动吗,0.21011350216658312
北京最近几天适合运动吗,帮我记一下明天去上海出差,0.49544819437512166
帮我记一下明天去上海出差,经济之声,0.19875574644502078
经济之声,农历五月五号是哪天,0.20552117070324977
农历5月5号是哪天,皮卡丘的声音,0.27906829326758825
皮卡丘的声音,330+46等于多少,0.2904545273916637
330加46等于多少,为什么总是头皮痒,0.3392180707043166
为什么总是头皮痒,香港有什么必吃的美食,0.3674965017207674
香港有什么必吃的美食,拍小视频,0.34149130960170543
拍小视频,一英镑等于多少美元,0.26033015015841976
应用宝等于多少美元,土拔鼠的声音,0.31618597353906874
土拨鼠的声音,今天最高温度多少,0.2777463326289459
今天高温多少度,上海市闵行区有哪些小区,0.31736855455024104
上海市闵行区有哪些校区,明天有雾霾吗,0.41772565398879313
明天又不买吧,过年时拍的照片,0.4028746272783984
过年时拍的照片,识别文字,0.31620546544372113
识别文字,太阳系有哪些行星,0.3720087463194124
太阳系有哪些星星,狮子座五大预言,0.39972528822067377
狮子作为五大预言,我有一个想法,0.36741599210144354
我有一个想法,腿痛的原因,0.37697799711750696
腿疼的原因,不同时期对成绩的看法,0.57383085711329
不同时期对成绩的开发,今天出门需要带伞吗,0.3361313718706083
今天出门需要带伞吗,既然你诚心诚意地发问了,0.45870514597616513
既然你诚心诚意的发问了,降低屏幕亮度,0.3425177638930981
降低屏幕亮度,距离春节还有多少天,0.3817342784896397
距离春节还有多少天,怎么称呼爸爸的妹妹,0.45526886536280364
怎么称呼爸爸的妹妹,扁桃体炎怎么办,0.47237396063981935
扁桃体发炎怎么办,我想查看qq好友的动态,0.3235858091330265
我想查看qq好友的动态,查看qq好友动态,0.8768804354127603
查看qq好友的动态,我要听鬼吹灯,0.32972291833736544
我要听鬼吹灯,美国旅游攻略,0.30175257418385454
美国旅游攻略,儿歌茄子,0.2580176995597512
儿歌茄子,说段北京话,0.24476086698241126
来段北京话,天枰座本周的事业运势,0.3185227795197567
天秤座本周的是原因是,远洋山水的绿化率,0.46840291210938034
远洋山水的绿化率,猕猴桃有什么营养,0.38528200596944884
猕猴桃有什么营养,打开相机并且倒计时三秒自拍,0.38278124747238584
打开微信相机并且倒计时三秒自拍,赵薇的老公是谁,0.4305565756829011
赵薇的老公是谁,11月是什么星座,0.5733352138560976
11月是什么星座,今天的空气质量如何,0.40632389103076494
今天的空气质量如何,和女朋友吵架的后果,0.5028246650634376
和女朋友吵架的后果,拨打电话给中国银行,0.34491819416521324
拨打电话给中国银行,导航去公司,0.42000253306732166
导航去公司,纸是怎么发明的,0.32354486505080376
这是怎么发明的,老鼠怎么叫,0.5643360282388814
老鼠怎么叫,大象怎么叫,0.8183008512294386
大象怎么叫,中国家庭微信群名,0.30497813704109134
中国家庭微信群名,明天几点日落,0.180968010175515
明天几点日落,成都明天天气,0.5833262959449301
成都明天天气,要把大象装冰箱总共分几步,0.34817765273251966
要把大象装冰箱总共分几步,皮卡丘走路,0.43358664235956124
皮卡丘走路,懒床一时爽,0.22899843843276596
懒床一时爽,宫保鸡丁需要什么食材,0.31002456118838323
宫保鸡丁需要什么食材,关闭淘宝,0.28834312011113883
关闭淘宝,什么人不适合吃榛子,0.23421896882730753
什么人不适合吃榛子,我的风景照片,0.4546347041985662
我的风景照片,拨打建行电话,0.2962362134219044
拨打建行电话,拨打10086,0.8449583722464118
拨打10086,最近几天可以穿短裙吗,0.2934715949123654
最近几天可以穿短裙吗,来一首立冬的诗,0.38519754544005635
来一首立冬的诗,今天的pm2.5如何,0.5587543245501521
民生银行电话,民生银行电话,1.0000000000000002
给妈妈转账一分钱,给妈妈转账1分钱,0.8358796989174077
查看微博榜单,查看微博榜单,1.0
打开微信,打开微信,1.0
一前置摄像头拍小视频,用前置摄像头拍小视频,0.872733355964311
我要看电视剧,我要看电视剧,0.9999999999999998
部位上所以应该吃什么,补维生素a应该吃什么,0.7342693290659775
马化腾的父亲是谁,马化腾的父亲是谁,1.0
用大众点评搜一下酒店,用大众点评搜一下酒店,1.0
核桃是一的人群,核桃适宜的人群,0.7327015835959654
小孩不听话怎么办,小孩不听话怎么办,0.9999999999999999
海滨飘飘,寒冰飘飘,0.7249851457451612
你站在这里不要动我去给你买橘子,你站在这里不要动我去给你买个橘子,0.9911876935884536
奇葩说第五季,奇葩说第五季,0.9999999999999999
这是什么花,这是什么花,1.0
调低音量,调低音量,1.0
属猪的是哪一年生的,属猪的是哪一年生的,0.9999999999999998
狮子座有什么缺点,狮子座有什么缺点,1.0000000000000002
火影忍者,火影忍者,1.0
陪我聊天,陪我聊天,0.9999999999999998
惊蛰是几月几号,惊蛰是几月几号,1.0000000000000002
华语多大了,马云多大了,0.6005163989111724
成都有什么好吃的,成都有什么好吃的,0.9999999999999999
松鼠怎么叫,松鼠怎么叫,1.0
我和天上的星星有什么区别呢,我和天上的星星有什么区别呢,1.0
我要充话费,我要充话费,0.9999999999999999
打电话给爸爸,带电话给妈妈,0.8013527976856186
6月1日是工作日报,六月一日是工作日吗,0.5949878785845376
fm 974,fm97.4,nan
毛泽东的毕业元宵,毛泽东的毕业院校,0.8637217962516542
打开支付宝扫一扫,打开支付宝扫一扫,1.0
射手座的守护神,射手座的守护神,1.0
小猪佩奇,小猪佩奇,1.0
工商银行是涨了还是跌了,工商银行是涨了还是跌了,1.0
北京市华清嘉园的房价,北京市华清嘉园的房价,0.9999999999999998
工资一万元税后是多少,公子一万元税后是多少,0.8733892135797667
最近有什么节目,最近有什么节日,0.8829826842288414
用前置摄像头录像,用前置摄像头录像,0.9999999999999999
生肖猪的性格怎么样,生肖猪的性格怎么样,0.9999999999999999
处女座今天有桃花吗,处女座今天有桃花运吗,0.94678460786039
今天是几月几号,今天是几月几号,1.0000000000000002
查找便签,查找便签,1.0
帮妈妈叫个快车从中关村去五彩城,帮妈妈叫个快车从中关村去五彩城,1.0000000000000002
一套姐姐讲故事,蜜桃姐姐讲故事,0.9249432814888937
搜索复仇者联盟三的影评,搜索复仇者联盟3的影评,0.9340765164021975
取消,取消,1.0
做鱼香肉丝有什么窍门,做鱼香肉丝有什么窍门,1.0
用qq音乐播放告白气球,用qq音乐播放告白气球,1.0000000000000002
上网搜搜进京证怎么办,上网搜搜进京证怎么办,0.9999999999999999
赵丽颖的老公,赵丽颖的老公,1.0
