asr_result,correct_answer,similarity
最近几天可以洗车吗,上海市汤臣一品的房价,0.36575253520977796
取消预订,打开qq找到张三,0.3487120358922737
海淀区有哪些楼盘,热门韩剧,0.3599511931204408
北京今天限行吗,讲个儿童故事,0.24174341393007737
关节痛是什么原因,导航去五彩城,0.2656739834623239
瞎子摸鱼,导航去朝阳门附近的医院,nan
汽车发动的声音,热门电影,0.2861410323407995
大江大河,达尔文的进化论讲的是什么,0.2741731084815982
北京最近几天适合运动吗,打开王俊凯的微博,0.324601067829626
帮我记一下明天去上海出差,开启全景拍照模式,0.37787761086352306
经济之声,肠胃炎怎么办,0.2206207671157447
农历5月5号是哪天,狼来了猜一个水果,0.44817338301318177
皮卡丘的声音,打开微信扫一扫付款100元,0.313705841954381
330加46等于多少,生肖猪本月的运势如何,0.37791361142003077
为什么总是头皮痒,现在工商银行的股价多少,0.3995625415399825
香港有什么必吃的美食,今天会出太阳吗,0.3526595215690516
拍小视频,雪人兄弟游戏的声音,0.3524992238165415
一英镑等于多少美元,明天可以洗车吗,0.41292418653691976
土拨鼠的声音,小猪佩奇自我介绍,0.3810730760545589
今天最高温度多少,查一下纽约后天天气怎么样,0.5003133315599072
上海市闵行区有哪些小区,播放王菲的歌,0.3616352690698304
明天有雾霾吗,帮妈妈叫个车从五道口去西直门,0.36826761679874204
过年时拍的照片,最近热吗,0.38431100629527437
识别文字,我想听张韶涵的歌,0.3369738053470357
太阳系有哪些行星,你不是人造革,0.3328779893644846
狮子座五大预言,今天几跟几限行,0.2877659968237212
我有一个想法,易烊千玺的生日是哪天,0.47342417784999535
腿痛的原因,给我来张美女图片,0.3350666390074373
不同时期对成绩的看法,单田芳的评书,0.49952116665796215
今天出门需要带伞吗,帮我打开微博本地新闻,0.4315432307341111
既然你诚心诚意地发问了,你几岁了,0.7202493412447559
降低屏幕亮度,播放蕊希电台,0.34287331527572146
距离春节还有多少天,六月一号是星期几,0.5572718883509763
怎么称呼爸爸的妹妹,金牛座和处女座的缘分怎么样,0.617113735673788
扁桃体炎怎么办,播放米小圈上学记,0.34838247660643934
我想查看qq好友的动态,白羊座是几月份,0.37079318453813503
查看qq好友动态,赖床的好处,0.28763809453904354
